do_nothing_prob;long_prob;price;short_prob
0.7660614252090454;0.23288318514823914;3892.3;0.0010553499450907111
0.7471973896026611;0.25254347920417786;3883.0;0.00025923000066541135
0.9505772590637207;0.04488886147737503;3892.9;0.004533790051937103
0.007772279903292656;0.9922277331352234;3830.0;2.999999892949745e-08
0.057003721594810486;0.9429960250854492;3813.9;1.700000069604357e-07
0.11448533833026886;0.8855133056640625;3812.0;1.3799999578623101e-06
0.9776371717453003;0.018672650679945946;3829.7;0.003690209938213229
0.9191087484359741;0.07297661900520325;3830.5;0.007914640009403229
0.9271854162216187;0.041674789041280746;3835.16;0.031139809638261795
0.871995747089386;0.12302116304636002;3829.15;0.004983029793947935
0.6472101211547852;0.35253074765205383;3817.4;0.0002591600059531629
0.9428602457046509;0.03512315824627876;3828.1;0.022016549482941628
0.8848530650138855;0.07322199642658234;3825.0;0.041925009340047836
0.8386369347572327;0.13472214341163635;3833.3;0.026640869677066803
0.786614179611206;0.20221589505672455;3835.6;0.011169949546456337
0.8698805570602417;0.048036541789770126;3851.0;0.08208286017179489
0.8705055117607117;0.03817234933376312;3859.6;0.09132211655378342
0.7712462544441223;0.22465865314006805;3843.3;0.004095139913260937
0.9153459072113037;0.01800473965704441;3855.6;0.06664936989545822
0.8772503137588501;0.10522779822349548;3851.2;0.017521899193525314
0.9234353303909302;0.003248529974371195;3865.4;0.07331609725952148
0.9441347718238831;0.00850003957748413;3866.2;0.047365158796310425
0.8128699064254761;0.1862344741821289;3840.6;0.0008956000092439353
0.6441802382469177;0.3556614816188812;3823.3;0.0001582200056873262
0.9408299326896667;0.02850738912820816;3832.0;0.03066270984709263
0.8554596900939941;0.13174062967300415;3827.3;0.012799699790775776
0.011733829975128174;0.9882658123970032;3798.27;3.7999998880877683e-07
0.7558427453041077;0.00019860999600496143;3844.4;0.2439587265253067
0.017739450559020042;6.999999868639861e-08;3888.7;0.9822604060173035
0.9936208128929138;0.0004726799961645156;3866.0;0.005906499922275543
0.9386032223701477;0.0018774099880829453;3869.9;0.05951946973800659
0.02333224005997181;6.700000199089118e-07;3963.1;0.976667046546936
0.9720093607902527;0.00169212999753654;3949.0;0.026298560202121735
0.983212411403656;0.006353179924190044;3939.7;0.010434349998831749
0.9427905082702637;0.0007677000248804688;3951.3;0.05644182860851288
0.9404359459877014;0.005267459899187088;3948.3;0.05429650843143463
0.9403813481330872;0.014273639768362045;3946.2;0.04534501954913139
0.9321520924568176;0.02025110088288784;3940.8;0.04759683087468147
0.8438080549240112;0.14020311832427979;3925.1;0.015988720580935478
0.8766451478004456;0.029509490355849266;3933.4;0.09384547173976898
0.8491171002388;0.005441190209239721;3944.3;0.1454416960477829
0.875357985496521;0.011669780127704144;3936.0;0.11297226697206497
0.5931113958358765;0.00022184000408742577;3957.3;0.40666675567626953
0.791639506816864;0.0010684600565582514;3951.9;0.20729200541973114
0.8254373669624329;0.0014466700376942754;3955.0;0.17311595380306244
0.010553879663348198;6.999999868639861e-08;3994.3;0.9894459843635559
0.9534267783164978;2.2849999368190765e-05;3987.0;0.046550359576940536
0.9776767492294312;0.0032172200735658407;3974.7;0.019106030464172363
0.10378679633140564;1.369999949929479e-06;4010.5;0.8962118625640869
0.9567347168922424;0.0009219700004905462;3999.0;0.04234324023127556
0.9707403182983398;0.005301530007272959;3999.8;0.023958079516887665
0.9604983925819397;0.0025903501082211733;4000.0;0.0369112491607666
0.07482083141803741;1.500000053056283e-07;4040.06;0.9251790642738342
0.6262616515159607;7.640999683644623e-05;4040.6;0.37366190552711487
0.18286772072315216;5.230000169831328e-06;4048.15;0.817126989364624
0.32248595356941223;1.2759999663103372e-05;4048.8;0.6775012612342834
0.9499377012252808;0.04469854012131691;4016.4;0.005363740026950836
0.9090590476989746;0.04596409946680069;4023.97;0.044976819306612015
