do_nothing_prob;long_prob;price;short_prob
0.7637414932250977;0.23575153946876526;3892.3;0.0005068799946457148
0.7545199394226074;0.24533456563949585;3883.0;0.0001454599987482652
0.9498447179794312;0.0467413105070591;3892.9;0.003413940081372857
0.010478070005774498;0.9895219206809998;3830.0;2.999999892949745e-08
0.05370761826634407;0.9462922215461731;3813.9;1.0000000116860974e-07
0.15152980387210846;0.8484691381454468;3812.0;1.1299999869152089e-06
0.9775631427764893;0.01962566003203392;3829.7;0.0028111899737268686
0.9313979744911194;0.06084509938955307;3830.5;0.007756889797747135
0.9274769425392151;0.03565661981701851;3835.16;0.03686637058854103
0.871721625328064;0.12467498332262039;3829.15;0.0036034099757671356
0.6280988454818726;0.3717433214187622;3817.4;0.00015778999659232795
0.9374321699142456;0.04017658904194832;3828.1;0.02239120937883854
0.8782972097396851;0.08197137713432312;3825.0;0.03973133862018585
0.8290456533432007;0.14823727309703827;3833.3;0.022716989740729332
0.7758549451828003;0.21492260694503784;3835.6;0.009222459979355335
0.8625147342681885;0.054011739790439606;3851.0;0.08347348123788834
0.8739244937896729;0.039025358855724335;3859.6;0.08705016225576401
0.7696418166160583;0.2272353619337082;3843.3;0.0031227399595081806
0.8999875783920288;0.01958639919757843;3855.6;0.08042597770690918
0.8615071773529053;0.11973793059587479;3851.2;0.018754949793219566
0.9109538197517395;0.0019874100107699633;3865.4;0.08705872297286987
0.951434850692749;0.006111879833042622;3866.2;0.04245324060320854
0.8254454135894775;0.17355962097644806;3840.6;0.0009950100211426616
0.6235547065734863;0.3763554096221924;3823.3;8.992000221041963e-05
0.9418224096298218;0.021959250792860985;3832.0;0.03621828183531761
0.8861991763114929;0.10250388830900192;3827.3;0.011296809650957584
0.02219551056623459;0.9778039455413818;3798.27;5.80000005356851e-07
0.8002590537071228;0.00025099999038502574;3844.4;0.19948996603488922
0.008735200390219688;1.999999987845058e-08;3888.7;0.991264820098877
0.9951772689819336;0.00027966999914497137;3866.0;0.004542999900877476
0.9494684934616089;0.0027520000003278255;3869.9;0.04777948185801506
0.012507219798862934;3.400000139208714e-07;3963.1;0.9874925017356873
0.9692755937576294;0.001304880017414689;3949.0;0.029419559985399246
0.9833752512931824;0.0063217999413609505;3939.7;0.010302900336682796
0.9428483843803406;0.0009731500176712871;3951.3;0.056178461760282516
0.9410077333450317;0.00683677988126874;3948.3;0.05215547978878021
0.9424475431442261;0.010952210053801537;3946.2;0.04660031944513321
0.9401239156723022;0.01778055913746357;3940.8;0.042095500975847244
0.844877302646637;0.1392507702112198;3925.1;0.015872009098529816
0.8853684067726135;0.030315639451146126;3933.4;0.08431599289178848
0.8614703416824341;0.004921049810945988;3944.3;0.1336086541414261
0.879622220993042;0.012541170231997967;3936.0;0.10783658921718597
0.6354114413261414;0.0002149399952031672;3957.3;0.3643735945224762
0.79570472240448;0.0013062000507488847;3951.9;0.20298908650875092
0.8233134150505066;0.0013883200008422136;3955.0;0.175298273563385
0.006340090185403824;2.999999892949745e-08;3994.3;0.9936599135398865
0.9601408839225769;1.4969999938330147e-05;3987.0;0.03984418138861656
0.9757519960403442;0.0032864699605852365;3974.7;0.020961590111255646
0.07258684188127518;8.700000080352766e-07;4010.5;0.927412211894989
0.9508000016212463;0.0008570000063627958;3999.0;0.04834304004907608
0.9695650935173035;0.005382319912314415;3999.8;0.025052480399608612
0.9607362151145935;0.0031959200277924538;4000.0;0.03606782853603363
0.05221454054117203;7.999999951380232e-08;4040.06;0.9477852582931519
0.5976622700691223;8.381000225199386e-05;4040.6;0.4022539556026459
0.10784886032342911;4.300000000512227e-06;4048.15;0.89214688539505
0.32726144790649414;1.7950000255950727e-05;4048.8;0.6727206110954285
0.9575542211532593;0.036818038672208786;4016.4;0.005627669859677553
0.9184743165969849;0.03781405836343765;4023.97;0.04371156170964241
0.9027898907661438;0.052134498953819275;4020.0;0.04507549852132797
0.8885233402252197;0.029075680300593376;4025.0;0.08240094780921936
0.8052421808242798;0.17090390622615814;4014.5;0.02385392040014267
0.7248386144638062;0.26504987478256226;3996.1;0.010111509822309017
0.79044109582901;0.18325194716453552;3996.0;0.0263069998472929
0.8978819847106934;0.02828386053442955;4001.9;0.07383415848016739
0.7167279720306396;0.28324416279792786;3977.5;2.778999987640418e-05
0.9618948698043823;0.03745771944522858;3986.89;0.0006474200054071844
