entry_test_price;prediction;test_price
3951.9;3977.780029296875;3922.4
3910.4;3898.280029296875;3869.5
3892.3;3867.010009765625;3812.0
3817.4;3797.52001953125;3851.0
3865.9;3866.10009765625;3827.3
3869.9;3863.719970703125;3948.3
3944.3;4005.35009765625;3994.7
3999.8;4026.080078125;4048.8
4014.4;4051.2900390625;3985.9
3973.0;3946.449951171875;3917.4
3910.01;3872.909912109375;3939.9
3936.5;3944.8798828125;3881.2
3915.3;3867.840087890625;3981.01
3979.3;4057.60009765625;3970.5
3957.8;3945.60009765625;3963.4
3912.5;3896.820068359375;3894.7
3926.0;3913.0400390625;4190.2
4153.8;4300.2099609375;4152.0
4170.3;4166.580078125;4106.7
4136.7;4065.780029296875;4113.9
4091.4;4101.35986328125;4100.78
4159.0;4170.10009765625;4135.3
4098.7;4106.1201171875;4139.1
4138.0;4162.43994140625;4071.9
4081.0;4030.77001953125;4110.0
3929.1;4091.300048828125;3880.6
3721.4;3650.110107421875;3719.8
3709.8;3616.14990234375;3735.0
3729.1;3758.989990234375;3731.7
3695.2;3723.679931640625;3718.3
3693.8;3682.179931640625;3705.8
3713.0;3713.489990234375;3702.0
3706.2;3696.72998046875;3701.5
3685.9;3696.739990234375;3583.1
3599.2;3492.699951171875;3619.8
3619.0;3645.1298828125;3764.1
3751.3;3845.77001953125;3759.6
3738.6;3743.3798828125;3737.7
3726.0;3716.909912109375;3644.4
3664.7;3611.489990234375;3651.4
3714.6;3716.360107421875;3691.83
3663.81;3673.300048828125;3645.7
3660.7;3634.4599609375;3640.8
3697.8;3703.530029296875;3722.5
3694.2;3732.580078125;3704.3
3671.8;3655.800048828125;3666.6
3679.2;3667.659912109375;3703.8
3825.6;3791.389892578125;3789.3
3780.0;3826.550048828125;3782.1
3766.8;3735.3701171875;3650.6
3585.8;3505.070068359375;3588.1
3591.4;3585.080078125;3581.3
3589.57;3593.169921875;3586.6
3574.41;3574.830078125;3588.6
3580.93;3571.659912109375;3609.9
3657.8;3697.25;3639.1
3639.0;3645.739990234375;3630.7
3640.0;3647.8798828125;3605.5
3623.0;3598.52001953125;3591.7
3607.2;3597.179931640625;3633.9
3649.5;3680.64990234375;3660.6
3634.0;3637.070068359375;3605.9
3617.2;3595.22998046875;3625.5
3643.9;3653.090087890625;3705.7
3658.98;3704.199951171875;3640.3
3645.4;3598.030029296875;3641.9
3629.6;3637.0400390625;3594.8
3611.3;3586.830078125;3597.1
3527.6;3536.389892578125;3507.91
3491.8;3427.68994140625;3489.7
3505.3;3521.8798828125;3456.1
3454.9;3407.449951171875;3479.1
3484.3;3513.93994140625;3467.3
3498.1;3495.969970703125;3503.4
3530.2;3551.929931640625;3524.9
3552.2;3550.800048828125;3551.8
3500.1;3488.860107421875;3495.6
3510.5;3495.780029296875;3480.9
3490.1;3466.8701171875;3529.3
3535.0;3561.590087890625;3534.9
3528.3;3531.06005859375;3523.9
3517.21;3517.14990234375;3528.6
3552.1;3548.27001953125;3535.6
3513.2;3501.530029296875;3506.6
3489.4;3489.179931640625;3504.3
3499.5;3496.5400390625;3477.4
3494.11;3485.85009765625;3502.1
3489.5;3497.580078125;3496.4
3502.94;3505.9599609375;3502.48
3507.4;3506.469970703125;3455.9
3449.1;3417.5400390625;3441.5
3444.8;3430.1298828125;3451.9
3451.7;3460.22998046875;3454.7
3451.2;3446.39990234375;3438.61
3437.57;3431.64990234375;3457.1
3491.7;3494.780029296875;3575.3
3726.0;3853.929931640625;3714.3
3708.8;3762.139892578125;3731.9
3699.3;3691.280029296875;3716.8
3710.0;3706.260009765625;3687.2
3683.6;3673.22998046875;3689.7
3718.7;3701.080078125;3694.3
3687.6;3687.68994140625;3693.5
3692.7;3682.260009765625;3681.08
3677.1;3663.909912109375;3670.0
3681.6;3685.02001953125;3702.3
3702.7;3704.5400390625;3706.5
3681.9;3685.449951171875;3652.9
3655.1;3639.9599609375;3674.7
3675.0;3670.080078125;3653.9
3666.28;3661.64990234375;3669.8
3666.0;3665.340087890625;3677.68
