dont_skip_probab;entry_test_price;prediction;test_price;volume
0.44699999690055847;4219.9;4237.0400390625;4211.9;45.15
0.44999998807907104;4211.9;4228.3798828125;4248.0;14.73
0.4880000054836273;4248.0;4276.9599609375;4187.8;61.66
0.3540000021457672;4187.8;4175.0;4139.84;18.72
0.5109999775886536;4139.84;4083.60009765625;4168.3;43.29
0.4050000011920929;4168.3;4152.41015625;4182.3;114.25
0.45399999618530273;4182.3;4200.5;4144.2;34.45
0.4690000116825104;4144.2;4166.31005859375;4217.48;412.75
0.49399998784065247;4217.48;4203.9599609375;4178.7;726.82
0.47699999809265137;4178.7;4202.419921875;4192.2;37.64
0.22499999403953552;4192.2;4192.759765625;4193.0;3.92
0.4449999928474426;4193.0;4212.83984375;4174.6;111.07
0.4449999928474426;4174.6;4148.14013671875;4204.0;6.54
0.3540000021457672;4204.0;4193.5400390625;4182.73;53.75
0.28999999165534973;4182.73;4176.18994140625;4205.4;19.76
0.45100000500679016;4205.4;4222.10009765625;4265.0;13.56
0.5;4265.0;4297.0400390625;4247.84;40.51
0.38199999928474426;4247.84;4258.97998046875;4205.52;9.26
0.4650000035762787;4205.52;4172.02978515625;4164.1;30.34
0.5400000214576721;4164.1;4179.1298828125;4139.9;886.34
0.41200000047683716;4139.9;4119.56005859375;4172.0;172.99
0.2280000001192093;4172.0;4168.83984375;4040.3;9.57
0.48100000619888306;4040.3;4109.240234375;4012.1;1461.68
0.515999972820282;4012.1;3907.489990234375;4047.0;200.14
0.41100001335144043;4047.0;4025.949951171875;4032.1;143.76
0.33000001311302185;4032.1;4029.6298828125;4034.4;70.85
0.4259999990463257;4034.4;4047.860107421875;4018.8;13.89
0.35199999809265137;4018.8;4012.909912109375;4022.0;78.62
0.24400000274181366;4022.0;4023.340087890625;4042.06;8.84
0.3700000047683716;4042.06;4042.7900390625;4017.08;87.51
0.4169999957084656;4017.08;4006.06005859375;4049.5;284.41
0.45100000500679016;4049.5;4065.93994140625;4056.9;20.66
0.36000001430511475;4056.9;4065.1298828125;4039.0;17.27
0.39399999380111694;4039.0;4036.02001953125;4051.6;226.06
0.35899999737739563;4051.6;4038.510009765625;4065.0;15.96
0.43299999833106995;4065.0;4077.860107421875;4054.4;34.52
0.41100001335144043;4054.4;4036.56005859375;4030.6;160.2
0.4189999997615814;4030.6;4042.22998046875;3893.4;80.79
0.5180000066757202;3893.4;3818.10009765625;3842.6;95.14
0.4779999852180481;3842.6;3813.989990234375;3883.1;773.75
0.335999995470047;3883.1;3872.9599609375;3918.3;10.97
0.36500000953674316;3918.3;3918.25;3903.6;163.58
0.3440000116825104;3903.6;3910.669921875;3880.5;12.96
0.32600000500679016;3880.5;3883.2099609375;3893.8;42.65
0.33399999141693115;3893.8;3888.2900390625;3904.0;55.86
0.42500001192092896;3904.0;3915.820068359375;3928.6;25.86
0.43799999356269836;3928.6;3942.320068359375;3917.5;37.62
0.2460000067949295;3917.5;3917.639892578125;3903.7;21.03
0.3970000147819519;3903.7;3906.0400390625;3922.0;125.13
0.33899998664855957;3922.0;3926.860107421875;3943.9;31.42
0.3790000081062317;3943.9;3948.43994140625;3913.16;65.63
0.23999999463558197;3913.16;3911.080078125;3904.5;21.34
0.4309999942779541;3904.5;3883.550048828125;3866.8;56.52
0.421999990940094;3866.8;3843.340087890625;3869.9;110.07
0.23600000143051147;3869.9;3868.800048828125;3874.4;25.21
0.3269999921321869;3874.4;3868.699951171875;3948.3;44.7
0.49900001287460327;3948.3;3991.449951171875;4022.9;136.91
0.5839999914169312;4022.9;4130.68017578125;4032.8;154.5
0.5239999890327454;4032.8;4085.1298828125;4041.5;95.95
0.4169999957084656;4041.5;4022.610107421875;4042.6;79.94
0.26899999380111694;4042.6;4044.590087890625;4018.0;17.94
0.3140000104904175;4018.0;4009.5;4014.79;14.6
0.41100001335144043;4014.79;3995.89990234375;4030.1;108.02
0.39800000190734863;4030.1;4039.18994140625;4053.8;37.67
0.42899999022483826;4053.8;4026.169921875;4040.1;113.23
0.40700000524520874;4040.1;4042.570068359375;4084.0;191.31
0.42100000381469727;4084.0;4092.840087890625;4057.1;206.11
0.5139999985694885;4057.1;4097.919921875;4014.5;69.99
0.46799999475479126;4014.5;3961.43994140625;3982.1;178.27
0.460999995470047;3982.1;3938.449951171875;3984.5;143.38
0.4519999921321869;3984.5;3957.739990234375;3982.6;15.93
0.27300000190734863;3982.6;3978.43994140625;3987.7;24.88
0.4749999940395355;3987.7;4011.139892578125;3957.08;66.77
0.3199999928474426;3957.08;3951.340087890625;3945.6;35.76
0.46000000834465027;3945.6;3915.639892578125;3941.7;34.84
0.460999995470047;3941.7;3963.56005859375;3956.1;104.72
0.4090000092983246;3956.1;3967.9599609375;3977.47;14.95
0.4099999964237213;3977.47;3987.090087890625;3995.0;87.25
0.421999990940094;3995.0;4006.449951171875;3953.5;164.77
0.42899999022483826;3953.5;3929.93994140625;3897.9;83.77
0.4189999997615814;3897.9;3878.929931640625;3914.5;269.7
0.3449999988079071;3914.5;3904.1298828125;3900.0;30.37
0.4129999876022339;3900.0;3891.5400390625;3890.8;252.2
0.3100000023841858;3890.8;3885.699951171875;3930.6;34.9
0.4860000014305115;3930.6;3954.239990234375;3918.3;17.58
0.4440000057220459;3918.3;3936.010009765625;3912.0;100.22
0.43299999833106995;3912.0;3890.929931640625;3869.3;31.54
0.5080000162124634;3869.3;3819.409912109375;3876.9;39.77
0.4560000002384186;3876.9;3894.110107421875;3916.3;31.29
0.3930000066757202;3916.3;3918.110107421875;3903.8;98.55
