1514865600,13315,13382,12800,13091,4521.289923550001,46.53719311102968,0,0,0,0
1514872800,13091,13370,13008,13354,1684.59274796,51.564135958528055,1,1,1,0
1514880000,13356,13568,13326.15344954,13492,2120.08401642,54.00781548734879,1,1,1,1
1514887200,13493,13679,13426,13532,2111.70279945,54.72089930366967,1,1,1,0
1514894400,13530,13979,13503.20378177,13944,3414.74243916,61.365302342279534,1,1,1,1
1514901600,13946,13969,13577,13710,3029.7586238199997,56.31106917195899,1,0,1,1
1514908800,13712,13938,13663,13889,3354.7328490799996,59.08704153027812,1,1,0,1
1514916000,13889,15500,13888,14820,15977.237738699996,69.82592299011975,1,1,1,1
1514923200,14821,15285,14700,14803,6621.723528359998,69.46736211846435,1,0,1,1
1514930400,14802,15025,14636,14713,4020.1188740399994,67.49142517908723,1,0,0,1
1514937600,14723.09574779,14960,14692,14822,2831.0890323300014,68.65431536229042,1,1,1,1
1514944800,14824,15249,14740,14843,3803.913844370001,68.88524762091811,1,1,1,1
1514952000,14842,15186,14842,15089,2460.1942406199987,71.53116921124402,1,1,1,1
1514959200,15089,15428.83091885,15020,15281,3470.7320092499986,73.43027225680112,1,1,1,1
1514966400,15281,15285,14778,14821,3962.9328478300004,62.6476377326611,1,0,0,1
1514973600,14820,14895,14507,14844,4077.941529510002,62.940660997737034,1,1,0,1
1514980800,14848,14940,14500,14898,2363.9823724800003,63.66144036539064,1,1,1,1
1514988000,14898,15072,14840,15072,3344.140918890001,65.95890270088401,1,1,1,0
1514995200,15072,15214,14850,14874,3309.9618053099994,61.21597922534497,1,0,0,0
1515002400,14877,14918.1726201,14725,14726,3104.0724657599985,57.866472071352675,1,0,0,0
1515009600,14726,15058,14703,15028,3006.207050269999,62.38881076785159,1,1,1,1
1515016800,15033,15192,14833.04413864,15151,2427.395698989999,64.07985955842733,1,1,1,1
1515024000,15140,15350,14936,15320,4504.0814294,66.32049426346282,1,1,1,1
1515031200,15302,15422.15785315,15044,15055,3639.0634437199997,60.00030158514992,0,0,0,1
1515038400,15055,15055,14750,14846.69836849,3204.835509239999,55.52137262743058,1,0,0,1
1515045600,14846.69836849,15051,14753,14795,3288.8455802899994,54.43527137883155,0,0,0,0
1515052800,14769,14848,14061,14435,5869.884057779999,47.47137903968253,0,0,0,0
1515060000,14435,14580,14274,14528,3294.6525861100017,49.27665931082681,0,1,0,0
1515067200,14528,14621.71427744,14159,14537,4024.3603838299996,49.45768824029768,0,1,1,0
1515074400,14535,14696,14425,14466,4445.98279271,48.002222449837156,0,0,0,0
1515081600,14466,14759,14350,14701,3194.3117512000026,52.93879402811582,0,1,1,0
1515088800,14701,15061,14693,14975,4396.41291444,57.95135889531042,0,1,1,1
1515096000,14981,15090,14811,14898,3739.110175809999,56.14165706131429,0,0,1,1
1515103200,14897,15198,14809,15159,2393.99217441,60.62960341939159,1,1,1,1
1515110400,15160,15179,14909,15040,1836.2672628200003,57.7290492483119,1,0,1,1
1515117600,15061,15193,14893,14924,2570.375603839999,54.96843735001141,1,0,0,1
1515124800,14923,15050,14725,15009,2519.3134606999997,56.60595759986501,1,1,0,1
1515132000,15003,15033,14817,14920,1811.6824212500012,54.37631527082627,1,0,0,1
1515139200,14922,16179,14901,15860,10386.100315789996,68.49232494164818,1,1,1,1
1515146400,15860,16242,15834.76390711,16107,5590.304013580003,71.02886047434501,1,1,1,1
1515153600,16103,16121,15780,15997,3654.624710560002,68.38835445540361,1,0,1,1
1515160800,15994,16150,15847,16059,3553.674183179999,69.08593147869715,1,1,0,1
1515168000,16059.73567349,16620,16054,16400,8593.132452689997,72.65947653381804,1,1,1,1
1515175200,16400,16592,16210,16450,3781.7151169499994,73.14958744207837,1,1,1,1
1515182400,16450,16925,16303,16746,4881.7372453299995,75.9034872131312,1,1,1,1
1515189600,16736.85983827,17105,16717,16911,4709.999580779998,77.30107583821088,1,1,1,1
1515196800,16912,17067,16630,17053,3414.8947200800017,78.45899997138542,1,1,1,1
1515204000,17054,17099,16535,16581,2779.2230714699995,66.34420276014464,1,0,0,1
1515211200,16570,16720,16411,16643,2710.2393362999987,67.06362450433342,1,1,0,1
1515218400,16643,16691,16372.25644975,16504,1836.0449686699992,63.77235153525479,1,0,0,0
1515225600,16504,16624,16341,16388,1673.2307073599998,61.078384391545,1,0,0,0
1515232800,16391,16749,16357,16519,2156.2983008500005,62.98029794011933,1,1,1,0
1515240000,16520,16653,16251,16291,2366.3641767999993,57.69592691494105,0,0,0,0
1515247200,16292,16690,16272,16620,1961.4037832599997,62.5755845448416,1,1,1,0
1515254400,16620,16999,16566,16910,2608.909921970001,66.26896171901471,1,1,1,1
1515261600,16912,16999,16668,16756,2362.5694958700005,62.72864629717071,0,0,1,1
1515268800,16740,16900,16711,16846,1215.3511216099998,63.94106103273413,0,1,0,1
1515276000,16846,17252,16846,17163,4266.63929654,67.90165333222338,1,1,1,1
1515283200,17165,17178,16851,17002,3173.5442866299986,64.05359203186114,1,0,1,1
1515290400,17001,17002,16598,16723,2396.75175019,57.92716943359507,1,0,0,0
1515297600,16723,16811,16500,16593,2804.2034151200014,55.274331069617936,1,0,0,0
1515304800,16596,16765,16404,16742,2128.1515877399997,57.66727387377722,1,1,1,0
1515312000,16743,16913,16625,16671,1285.4876379999996,56.12628834499801,1,0,1,0
1515319200,16677,16800.63534848,16606,16607,1520.9218278900007,54.70716655150675,0,0,0,0
1515326400,16606,16640.59491721,16337,16426,2838.6997403000005,50.79549963269582,0,0,0,0
1515333600,16426,16619,16400,16471,1232.2888887099998,51.71978371642942,0,1,0,0
