2013-04-01,169
2013-04-02,198
2013-04-03,181
2013-04-04,175
2013-04-05,154
2013-04-06,158
2013-04-07,163
2013-04-08,164
2013-04-09,155
2013-04-10,176
2013-04-11,191
2013-04-12,160
2013-04-13,173
2013-04-14,167
2013-04-15,153
2013-04-16,164
2013-04-17,177
2013-04-18,171
2013-04-19,147
2013-04-20,137
2013-04-21,154
2013-04-22,176
2013-04-23,153
2013-04-24,168
2013-04-25,162
2013-04-26,172
2013-04-27,171
2013-04-28,147
2013-04-29,177
2013-04-30,174
2013-05-01,149
2013-05-02,151
2013-05-03,134
2013-05-04,137
2013-05-05,159
2013-05-06,165
2013-05-07,166
2013-05-08,168
2013-05-09,165
2013-05-10,164
2013-05-11,172
2013-05-12,182
2013-05-13,168
2013-05-14,174
2013-05-15,154
2013-05-16,141
2013-05-17,148
2013-05-18,161
2013-05-19,149
2013-05-20,156
2013-05-21,129
2013-05-22,151
2013-05-23,156
2013-05-24,174
2013-05-25,169
2013-05-26,165
2013-05-27,163
2013-05-28,176
2013-05-29,158
2013-05-30,168
2013-05-31,179
2013-06-01,175
2013-06-02,213
2013-06-03,199
2013-06-04,213
2013-06-05,213
2013-06-06,184
2013-06-07,181
2013-06-08,161
2013-06-09,181
2013-06-10,159
2013-06-11,174
2013-06-12,180
2013-06-13,203
2013-06-14,186
2013-06-15,180
2013-06-16,173
2013-06-17,185
2013-06-18,145
2013-06-19,140
2013-06-20,136
2013-06-21,154
2013-06-22,168
2013-06-23,176
2013-06-24,165
2013-06-25,150
2013-06-26,157
2013-06-27,174
2013-06-28,167
2013-06-29,169
2013-06-30,169
2013-07-01,153
2013-07-02,157
2013-07-03,153
2013-07-04,184
2013-07-05,165
2013-07-06,186
2013-07-07,187
2013-07-08,186
2013-07-09,192
2013-07-10,185
2013-07-11,195
2013-07-12,174
2013-07-13,154
2013-07-14,157
2013-07-15,172
2013-07-16,164
2013-07-17,164
2013-07-18,184
2013-07-19,161
2013-07-20,171
2013-07-21,186
2013-07-22,199
2013-07-23,165
2013-07-24,141
2013-07-25,159
2013-07-26,146
2013-07-27,164
2013-07-28,181
2013-07-29,168
2013-07-30,178
2013-07-31,197
2013-08-01,190
2013-08-02,177
2013-08-03,192
2013-08-04,170
2013-08-05,179
2013-08-06,189
2013-08-07,190
2013-08-08,186
2013-08-09,205
2013-08-10,195
2013-08-11,210
2013-08-12,216
2013-08-13,216
2013-08-14,183
2013-08-15,168
2013-08-16,170
2013-08-17,168
2013-08-18,190
2013-08-19,194
2013-08-20,177
2013-08-21,190
2013-08-22,196
2013-08-23,216
2013-08-24,196
2013-08-25,183
2013-08-26,151
2013-08-27,166
2013-08-28,169
2013-08-29,178
2013-08-30,189
2013-08-31,205
2013-09-01,223
2013-09-02,221
2013-09-03,215
2013-09-04,194
2013-09-05,163
2013-09-06,179
2013-09-07,185
2013-09-08,145
2013-09-09,157
2013-09-10,203
2013-09-11,191
2013-09-12,200
2013-09-13,213
2013-09-14,204
2013-09-15,218
2013-09-16,181
2013-09-17,154
2013-09-18,179
2013-09-19,165
2013-09-20,190
2013-09-21,200
2013-09-22,189
2013-09-23,203
2013-09-24,210
2013-09-25,212
2013-09-26,206
2013-09-27,162
2013-09-28,178
2013-09-29,177
2013-09-30,170
2013-10-01,163
2013-10-02,187
2013-10-03,191
2013-10-04,199
2013-10-05,180
2013-10-06,219
2013-10-07,185
2013-10-08,156
2013-10-09,162
2013-10-10,178
2013-10-11,192
2013-10-12,185
2013-10-13,214
2013-10-14,221
2013-10-15,250
2013-10-16,260
2013-10-17,210
2013-10-18,167
2013-10-19,192
2013-10-20,223
2013-10-21,199
2013-10-22,211
2013-10-23,245
2013-10-24,221
2013-10-25,215
2013-10-26,235
2013-10-27,182
2013-10-28,179
2013-10-29,175
2013-10-30,160
2013-10-31,195
2013-11-01,211
2013-11-02,208
2013-11-03,202
2013-11-04,192
2013-11-05,195
2013-11-06,174
2013-11-07,163
2013-11-08,144
2013-11-09,134
2013-11-10,148
2013-11-11,171
2013-11-12,187
2013-11-13,201
2013-11-14,168
2013-11-15,183
2013-11-16,166
2013-11-17,194
2013-11-18,186
2013-11-19,156
2013-11-20,161
2013-11-21,164
2013-11-22,150
2013-11-23,172
2013-11-24,170
2013-11-25,168
2013-11-26,173
2013-11-27,159
2013-11-28,173
2013-11-29,181
2013-11-30,173
2013-12-01,176
2013-12-02,195
2013-12-03,159
2013-12-04,200
2013-12-05,171
2013-12-06,170
2013-12-07,208
2013-12-08,195
2013-12-09,195
2013-12-10,176
2013-12-11,192
2013-12-12,165
2013-12-13,163
2013-12-14,174
2013-12-15,198
2013-12-16,177
2013-12-17,201
2013-12-18,203
2013-12-19,199
2013-12-20,226
2013-12-21,178
2013-12-22,161
2013-12-23,169
2013-12-24,171
2013-12-25,169
2013-12-26,162
2013-12-27,180
2013-12-28,184
2013-12-29,150
2013-12-30,168
2013-12-31,173
2014-01-01,184
2014-01-02,205
2014-01-03,134
2014-01-04,161
2014-01-05,141
2014-01-06,193
2014-01-07,186
2014-01-08,177
2014-01-09,193
2014-01-10,207
2014-01-11,187
2014-01-12,210
2014-01-13,207
2014-01-14,169
2014-01-15,162
2014-01-16,184
2014-01-17,185
2014-01-18,152
2014-01-19,174
2014-01-20,169
2014-01-21,195
2014-01-22,166
2014-01-23,192
2014-01-24,177
2014-01-25,189
2014-01-26,165
2014-01-27,152
2014-01-28,174
2014-01-29,154
2014-01-30,152
2014-01-31,176
2014-02-01,184
2014-02-02,189
2014-02-03,186
2014-02-04,181
2014-02-05,172
2014-02-06,168
2014-02-07,182
2014-02-08,155
2014-02-09,182
2014-02-10,138
2014-02-11,156
2014-02-12,164
2014-02-13,178
2014-02-14,178
2014-02-15,191
2014-02-16,187
2014-02-17,195
2014-02-18,155
2014-02-19,163
2014-02-20,200
2014-02-21,177
2014-02-22,152
