close_prediction;entry_test_price;exit_high_price;exit_low_price;high_prediction;low_prediction;ml_tx;test_price;timeStamp;volume
1399.1400146484375;1424.8;1443.7;1403.0;1363.449951171875;1349.8699951171875;7.95;1435.2;1493424000;4354.44
1442.3599853515625;1435.2;1560.0;1432.2;1449.1300048828125;1406.4000244140625;7.1;1533.1;1493510400;4454.18
1402.1600341796875;1533.1;1604.6;1479.2;1440.780029296875;1361.1099853515625;8.97;1559.6;1493596800;12810.64
1423.3800048828125;1559.6;1627.0;1542.0;1464.8599853515625;1408.739990234375;8.68;1617.8;1493683200;8137.63
1498.5999755859375;1617.8;1702.0;1519.9;1527.4100341796875;1464.6199951171875;7.96;1607.0;1493769600;9400.17
1532.72998046875;1607.0;1665.9;1511.7;1589.8399658203125;1485.0;9.28;1546.8;1493856000;15122.35
1513.68994140625;1546.8;1605.1;1545.2;1523.4000244140625;1490.02001953125;7.83;1597.0;1493942400;13657.96
1517.6400146484375;1597.0;1632.5;1575.2;1538.199951171875;1483.989990234375;10.48;1619.9;1494028800;7377.16
1531.3499755859375;1619.9;1715.0;1619.8;1583.0400390625;1512.5699462890625;7.8;1703.5;1494115200;7688.11
1606.1500244140625;1703.5;1815.0;1695.2;1621.6199951171875;1553.949951171875;8.91;1760.0;1494201600;11669.75
1650.4000244140625;1760.0;1817.4;1723.0;1672.3800048828125;1590.2099609375;8.1;1796.9;1494288000;15904.48
1679.68994140625;1796.9;1908.1;1766.5;1699.989990234375;1591.8499755859375;9.37;1854.0;1494374400;9377.01
1635.9300537109375;1854.0;1864.8;1701.7;1706.199951171875;1572.3199462890625;10.33;1735.2;1494460800;13303.15
1705.8900146484375;1735.2;1825.0;1666.1;1810.7900390625;1634.0400390625;11.23;1820.4;1494547200;8939.51
1735.510009765625;1820.4;1852.4;1780.1;1784.0899658203125;1670.0899658203125;9.78;1828.1;1494633600;7996.62
1709.1500244140625;1828.1;1830.4;1719.0;1743.31005859375;1641.2099609375;9.66;1772.0;1494720000;5699.14
1753.4300537109375;1772.0;1795.1;1728.1;1770.2099609375;1681.3800048828125;8.64;1786.2;1494806400;7263.14
1776.31005859375;1786.2;1894.0;1766.5;1835.3800048828125;1689.47998046875;9.45;1870.5;1494892800;5293.0
1783.3199462890625;1870.5;1954.6;1863.1;1850.1500244140625;1714.8499755859375;14.03;1941.5;1494979200;9734.57
1791.719970703125;1941.5;2000.0;1926.0;1933.2099609375;1756.8299560546875;10.29;1966.5;1495065600;7191.32
1773.02001953125;1966.5;2072.2;1966.3;1863.1600341796875;1720.6600341796875;11.82;2059.7;1495152000;9912.74
1798.75;2059.7;2099.1;2000.8;1863.050048828125;1713.3299560546875;11.24;2029.2;1495238400;11023.5
1822.9200439453125;2029.2;2222.2;1979.9;1864.5899658203125;1773.0999755859375;10.36;2087.3;1495324800;6760.99
1946.3800048828125;2087.3;2264.2;2064.3;2002.300048828125;1890.77001953125;11.55;2249.6;1495411200;26627.82
1967.9000244140625;2249.6;2444.9;2248.9;2010.81005859375;1900.9000244140625;11.71;2394.9;1495497600;12067.86
2088.68994140625;2394.9;2690.0;2141.3;2134.5400390625;2014.31005859375;11.05;2268.1;1495584000;15326.45
2127.68994140625;2268.1;2477.0;2007.5;2257.389892578125;2053.6298828125;13.12;2125.9;1495670400;24789.43
2132.6201171875;2125.9;2210.8;1810.2;2290.27001953125;2041.0699462890625;12.2;1980.2;1495756800;17940.31
2067.0;1980.2;2194.4;1951.1;2243.1201171875;1968.239990234375;11.9;2056.9;1495843200;20279.23
1966.8800048828125;2056.9;2249.8;1990.1;2118.800048828125;1903.300048828125;11.27;2207.4;1495929600;13266.61
2091.6298828125;2207.4;2265.0;2081.1;2294.52001953125;1967.3399658203125;12.97;2146.9;1496016000;9091.49
2134.25;2146.9;2241.0;2000.5;2263.679931640625;2013.449951171875;12.58;2191.83;1496102400;10574.52
2142.320068359375;2191.83;2368.2;2187.3;2315.679931640625;1994.719970703125;11.4;2312.0;1496188800;10468.53
2034.0999755859375;2312.0;2408.0;2267.7;2196.22998046875;1915.81005859375;13.08;2405.88;1496275200;9735.58
2166.360107421875;2405.88;2481.2;2347.7;2305.77001953125;2037.5;13.7;2462.0;1496361600;7065.36
2131.169921875;2462.0;2498.0;2376.0;2317.10009765625;2006.1199951171875;17.3;2488.2;1496448000;5749.39
2251.280029296875;2488.2;2649.5;2480.8;2311.27001953125;2131.68994140625;15.08;2636.9;1496534400;5661.25
2386.89990234375;2636.9;2899.7;2622.8;2396.81005859375;2266.27001953125;17.14;2844.4;1496620800;8671.97
2534.820068359375;2844.4;2850.0;2600.13;2586.9599609375;2383.030029296875;17.0;2644.0;1496707200;20991.11
2523.110107421875;2644.0;2789.5;2570.2;2698.840087890625;2416.52001953125;17.5;2782.0;1496793600;9636.04
2731.610107421875;2782.0;2849.8;2770.0;2864.179931640625;2565.0;14.49;2809.0;1496880000;8630.75
2548.9599609375;2809.0;2890.5;2714.0;2586.2900390625;2435.4599609375;16.56;2806.3;1496966400;5173.82
2629.18994140625;2806.3;3003.0;2794.7;2688.830078125;2517.179931640625;18.43;2936.4;1497052800;8256.97
2770.719970703125;2936.4;2962.2;2288.0;2860.419921875;2663.489990234375;21.21;2569.6;1497139200;10204.09
2679.60009765625;2569.6;2730.0;2532.2;2836.25;2540.3701171875;24.69;2676.1;1497225600;19695.24
2622.300048828125;2676.1;2722.42;2282.1;2811.89990234375;2459.5400390625;17.7;2394.3;1497312000;12639.14
2455.469970703125;2394.3;2455.0;2050.0;2692.0400390625;2294.3798828125;17.05;2377.6;1497398400;15619.42
2412.929931640625;2377.6;2487.0;2258.2;2566.68994140625;2233.050048828125;15.9;2437.4;1497484800;25918.11
2459.320068359375;2437.4;2636.9;2369.1;2576.14990234375;2265.409912109375;14.97;2610.1;1497571200;10709.99
2565.2099609375;2610.1;2640.0;2421.1;2637.159912109375;2382.60009765625;16.95;2491.5;1497657600;8635.37
2487.070068359375;2491.5;2593.9;2481.2;2559.139892578125;2289.68994140625;21.06;2582.0;1497744000;7271.52
2498.10009765625;2582.0;2780.0;2569.0;2644.760009765625;2311.050048828125;22.74;2714.4;1497830400;6804.0
2550.6298828125;2714.4;2760.0;2574.7;2734.35009765625;2385.52001953125;17.73;2624.4;1497916800;10281.09
2557.909912109375;2624.4;2709.0;2554.9;2737.14990234375;2378.72998046875;18.72;2672.8;1498003200;10296.11
2621.199951171875;2672.8;2726.0;2653.1;2703.840087890625;2491.610107421875;17.52;2674.9;1498089600;6249.61
2642.699951171875;2674.9;2700.0;2459.0;2698.070068359375;2538.090087890625;18.68;2506.7;1498176000;3867.99
2618.27001953125;2506.7;2595.0;2369.4;2749.300048828125;2503.510009765625;19.03;2481.8;1498262400;7028.39
2586.6201171875;2481.8;2510.4;2258.8;2718.699951171875;2473.4599609375;21.84;2393.6;1498348800;8703.89
2518.239990234375;2393.6;2524.0;2207.9;2651.330078125;2378.22998046875;25.92;2521.3;1498435200;16431.76
2509.68994140625;2521.3;2566.8;2403.28;2662.199951171875;2413.43994140625;17.05;2518.2;1498521600;15522.19
2457.280029296875;2518.2;2537.8;2424.6;2552.330078125;2326.56005859375;17.78;2472.4;1498608000;9794.12
2493.929931640625;2472.4;2511.1;2406.6;2566.949951171875;2364.830078125;16.92;2420.7;1498694400;5909.32
2413.090087890625;2420.7;2441.0;2291.03;2543.0;2275.330078125;20.43;2346.2;1498780800;5081.3
2382.14990234375;2346.2;2476.3;2302.2;2470.0400390625;2245.0;17.17;2445.1;1498867200;5906.84
2386.60009765625;2445.1;2587.4;2418.0;2456.89990234375;2283.97998046875;20.54;2530.4;1498953600;6871.59
2434.489990234375;2530.4;2628.6;2513.6;2466.360107421875;2309.610107421875;23.95;2586.3;1499040000;8218.07
2549.77001953125;2586.3;2619.0;2481.4;2566.0400390625;2421.419921875;18.87;2598.6;1499126400;7351.25
2579.580078125;2598.6;2607.1;2550.0;2589.820068359375;2460.989990234375;18.65;2593.3;1499212800;5648.73
2481.840087890625;2593.3;2598.8;2447.2;2551.110107421875;2322.239990234375;20.71;2479.3;1499299200;4419.91
2492.820068359375;2479.3;2542.6;2437.3;2571.14990234375;2355.179931640625;21.12;2542.0;1499385600;7097.41
2544.989990234375;2542.0;2555.6;2473.1;2598.340087890625;2443.919921875;19.07;2481.4;1499472000;4803.19
2492.47998046875;2481.4;2499.9;2239.2;2538.52001953125;2367.530029296875;21.97;2318.3;1499558400;2772.83
2442.1201171875;2318.3;2375.0;2183.1;2549.4599609375;2313.22998046875;25.75;2285.5;1499644800;10718.62
2403.699951171875;2285.5;2397.0;2198.5;2481.280029296875;2328.9599609375;17.12;2375.9;1499731200;16143.6
2373.7900390625;2375.9;2400.0;2293.8;2444.43994140625;2321.14990234375;15.79;2329.4;1499817600;10753.76
2359.75;2329.4;2345.6;2139.1;2422.0;2315.6201171875;17.26;2206.5;1499904000;8385.03
2181.3701171875;2206.5;2210.1;1975.8;2300.85009765625;2133.27001953125;17.76;1978.6;1499990400;12567.06
2163.2099609375;1978.6;2051.1;1836.0;2305.580078125;2083.9599609375;17.78;1925.0;1500076800;17274.64
2095.739990234375;1925.0;2223.5;1923.9;2248.929931640625;2001.989990234375;17.48;2220.0;1500163200;25955.52
2153.739990234375;2220.0;2380.2;2139.2;2286.830078125;2085.820068359375;17.49;2302.8;1500249600;21628.69
2261.840087890625;2302.8;2400.0;2214.0;2331.02001953125;2148.320068359375;17.54;2256.7;1500336000;21755.78
2236.530029296875;2256.7;2922.0;2253.3;2314.909912109375;2160.3798828125;16.49;2865.2;1500422400;16537.02
2376.14990234375;2865.2;2890.0;2615.1;2481.89990234375;2220.090087890625;16.52;2663.9;1500508800;46196.66
2423.199951171875;2663.9;2917.0;2643.1;2530.550048828125;2259.429931640625;22.26;2844.7;1500595200;27397.31
2472.989990234375;2844.7;2877.5;2656.0;2565.409912109375;2216.2099609375;18.13;2749.3;1500681600;19836.99
2460.9599609375;2749.3;2812.0;2707.3;2538.429931640625;2297.090087890625;24.62;2769.8;1500768000;15063.05
2556.419921875;2769.8;2790.1;2426.1;2643.02001953125;2399.449951171875;28.58;2561.0;1500854400;9688.71
2642.909912109375;2561.0;2612.0;2404.0;2759.070068359375;2392.14990234375;20.95;2527.74;1500940800;22958.25
2586.590087890625;2527.74;2682.2;2512.5;2671.6298828125;2449.580078125;19.43;2664.6;1501027200;16231.35
2687.179931640625;2664.6;2820.0;2657.4;2807.639892578125;2496.31005859375;19.77;2784.9;1501113600;18074.82
2709.760009765625;2784.9;2794.2;2662.6;2782.1298828125;2472.6298828125;22.24;2713.9;1501200000;22958.61
2583.97998046875;2713.9;2760.0;2588.9;2716.5;2458.949951171875;20.71;2748.2;1501286400;11339.72
2558.469970703125;2748.2;2883.5;2695.0;2647.909912109375;2497.27001953125;24.62;2854.4;1501372800;15380.59
2670.52001953125;2854.4;2902.2;2611.1;2724.780029296875;2560.929931640625;26.74;2733.8;1501459200;15542.31
2692.669921875;2733.8;2758.0;2620.0;2776.639892578125;2582.679931640625;24.02;2702.6;1501545600;21536.56
2652.830078125;2702.6;2820.0;2699.0;2731.139892578125;2592.409912109375;40.69;2790.4;1501632000;11616.75
2741.889892578125;2790.4;2876.0;2763.0;2789.090087890625;2767.340087890625;23.65;2860.0;1501718400;10264.93
2771.219970703125;2860.0;3339.5;2855.2;2825.52001953125;2791.989990234375;24.72;3254.9;1501804800;9999.55
2804.199951171875;3254.9;3315.5;3156.1;2938.5400390625;2658.080078125;22.74;3232.0;1501891200;28178.62
2959.7900390625;3232.0;3440.0;3190.1;3080.840087890625;2791.010009765625;25.94;3396.0;1501977600;7841.78
3012.969970703125;3396.0;3483.8;3342.7;3057.469970703125;2886.739990234375;30.11;3415.0;1502064000;12752.07
3232.56005859375;3415.0;3430.0;3235.6;3265.419921875;3080.300048828125;25.1;3340.4;1502150400;14427.85
3068.2099609375;3340.4;3447.0;3310.1;3182.60009765625;2991.090087890625;22.8;3408.7;1502236800;11530.43
3135.280029296875;3408.7;3695.0;3388.4;3221.409912109375;3029.199951171875;24.06;3643.4;1502323200;9729.66
3373.580078125;3643.4;3970.1;3591.8;3427.52001953125;3180.469970703125;24.08;3865.3;1502409600;14367.52
3529.5400390625;3865.3;4190.0;3836.0;3561.2900390625;3329.110107421875;23.91;4061.6;1502496000;19364.84
3536.0400390625;4061.6;4330.3;3969.8;3616.260009765625;3345.43994140625;27.44;4321.0;1502582400;24373.17
3878.820068359375;4321.0;4430.0;3833.5;3959.0;3607.89990234375;28.45;4151.9;1502668800;18501.25
3742.449951171875;4151.9;4405.0;3928.2;3817.429931640625;3552.989990234375;30.67;4386.4;1502755200;28961.34
3883.360107421875;4386.4;4492.3;4170.3;4006.449951171875;3676.14990234375;24.38;4263.0;1502841600;18174.57
4013.60009765625;4263.0;4360.0;3955.1;4170.52978515625;3864.919921875;29.06;4092.2;1502928000;19367.68
4048.419921875;4092.2;4187.0;3910.0;4201.97021484375;3819.39990234375;22.17;4145.1;1503014400;21759.87
4154.0498046875;4145.1;4199.9;3991.0;4298.33984375;3903.72998046875;24.39;4060.0;1503100800;19123.52
4072.3798828125;4060.0;4094.7;3956.1;4190.830078125;3897.860107421875;28.84;3998.2;1503187200;12513.63
3939.199951171875;3998.2;4141.9;3600.1;4017.39990234375;3784.800048828125;35.61;4083.7;1503273600;14573.41
3942.610107421875;4083.7;4255.2;4053.1;4046.02001953125;3739.219970703125;31.35;4132.0;1503360000;30665.88
3969.93994140625;4132.0;4381.0;4090.0;4065.590087890625;3748.52001953125;39.47;4324.4;1503446400;13680.03
4044.340087890625;4324.4;4464.2;4259.9;4160.56982421875;3823.06005859375;24.12;4351.5;1503532800;13113.33
4102.4599609375;4351.5;4364.0;4243.5;4192.009765625;3913.0;40.33;4341.1;1503619200;13655.06
4099.93994140625;4341.1;4406.7;4305.0;4236.0;4002.06005859375;38.55;4335.2;1503705600;6820.09
