start;open;high;low;close;volume;annual-hash-rate-growth;block-height;block-interval;block-size;blockchain-size;blocks-daily;chain-value-density;daily-transactions;difficulty;fee-percentage;hash-rate-growth-14d;hash-rate;market-cap;quarterly-hash-rate-growth;metcalfe-utxo;metcalfe-tx;utxo-growth;utxo-set-size;utxo-value;velocity-daily
1389139200;785.01;849.0;765.0;824.89;20378.968540669983;51771.9;279197;479;175306;14253698808;177;758120.43;62360;1418481395;0.0016626999999999998;23.1725;11711.901429775156;10305424002.0;656.8910000000001;14.93;28.18;19318;8167931;1261.68;0.0762928
1389225600;824.89;846.35;779.99;826.2;15886.570281699991;53330.2;279390;446;157030;14284005565;193;757888.14;61058;1418481395;0.00181352;24.5571;11936.859248989265;10324171440.0;648.326;14.88;28.88;33511;8201442;1258.84;0.06284119999999999
1389312000;825.5;860.64;799.98;853.02;8014.593368300002;56712.3;279597;417;142338;14313469467;207;755876.82;59254;1418481395;0.00213594;31.5209;12672.21007192278;10318011976.5;666.3480000000001;14.82;29.81;24128;8225570;1254.35;0.049246899999999996
1389398400;850.0;915.0;848.0;896.39;10527.82791666001;59318.3;279784;453;148319;14341205134;187;795053.38;54899;1418481395;0.00225583;28.9543;12934.115844474443;10873817030.0;656.4739999999999;15.57;34.13;22029;8247599;1318.4;0.0455465
1389484800;898.5;906.0;824.45143;842.1;10375.972665580019;62998.9;279994;407;140952;14370804991;210;802211.5;56136;1418481395;0.00288537;37.1455;13629.173471630784;10994362873.5;675.186;15.7;33.66;19136;8266735;1329.93;0.035111800000000006
1389571200;842.0;844.68;784.0;824.5;14315.38367061;63648.8;280201;416;124276;14396530210;207;765626.59;49465;1418481395;0.00286592;38.6816;13770.199656850908;10511747693.75;630.696;14.96;36.94;18745;8285480;1268.7;0.0329397
1389657600;823.17;836.99;802.3;816.0;4823.168245110005;64713.1;280370;493;168868;14425068965;169;753458.83;54673;1789546951;0.00226731;41.2034;14044.287136768728;10365195875.0;596.5509999999999;14.66;32.64;48831;8334311;1243.65;0.0441117
1389744000;816.0;850.25;811.25;842.1110000000001;7289.521449140008;66841.3;280532;534;172018;14452935873;162;742254.11;56031;1789546951;0.00216891;42.1781;14320.075445736109;10230780658.0;558.01;14.43;31.36;15890;8350201;1225.19;0.0592568
1389830400;842.1010000000001;847.68;812.48;812.48;3692.75878476;68609.9;280716;471;166060;14483490946;184;769360.9;62935;1789546951;0.00280262;41.0421;14714.275964720486;10626823017.0;558.15;14.93;28.68;29120;8379321;1268.25;0.050194300000000004
1389916800;812.48;820.22;765.03;797.93;11575.61088467;72674.7;280901;466;156114;14512372020;185;749462.29;55787;1789546951;0.00220635;45.8231;14980.158707263183;10372615404.75;536.891;14.54;31.92;13993;8393314;1235.84;0.04794419999999999
1390003200;797.93;820.0;794.93;811.22;3998.697769869999;72581.8;281053;566;191059;14541412935;152;723799.87;59298;1789546951;0.00347537;45.1775;15028.129939003198;10037491609.75;503.925;14.01;28.89;30911;8424225;1191.53;0.0347524
1390089600;811.2;842.0;794.41;841.11;6687.323776240012;70523.2;281227;497;143541;14566389098;174;740292.25;51359;1789546951;0.00376439;43.847;15124.000288150151;10283837245.0;488.551;14.32;34.61;19190;8443415;1218.0;0.0285461
1390176000;842.07;844.99;815.01;827.11;5520.459953620009;71045.3;281396;513;142382;14590451636;169;755288.14;47593;1789546951;0.00186497;37.4448;15186.548490237781;10509486252.0;476.37699999999995;14.6;38.43;14730;8458145;1242.5;0.0466074
1390262400;826.02;834.17;813.6;824.34;2903.5054769299986;74612.5;281591;441;185730;14626668925;195;770756.36;63707;1789546951;0.00200917;35.2594;15516.967118477263;10751340965.5;464.01599999999996;14.87;28.58;34128;8492273;1266.04;0.0629359
1390348800;824.34;826.5;803.1;818.0;2945.3160873400047;72989.4;281757;518;221228;14663392784;166;765410.86;73236;1789546951;0.0025178;32.9229;15567.800753591033;10703582862.0;461.594;14.77;24.44;15547;8507820;1258.07;0.050341000000000004
1390435200;817.99;823.0;802.52;811.01;2843.0989652800026;74755.1;281949;447;169687;14695972592;192;749041.54;64988;1789546951;0.00301464;31.2696;15669.468023818565;10497945685.5;447.245;14.43;27.29;27690;8535510;1229.92;0.039735400000000004
1390521600;811.01;812.7689;767.23;778.0;11265.34322501002;71772.0;282126;488;184106;14728559439;177;730441.7;62832;1789546951;0.00329726;22.8499;15567.800753591031;10259965879.5;428.602;14.07;27.66;16403;8551913;1199.69;0.0409115
1390608000;778.0;817.0;774.38;805.4;4720.00758213;76110.1;282315;454;173528;14761356176;189;703910.34;66755;2193847870;0.00203385;28.1932;16580.65538615829;9909316320.0;447.87300000000005;13.54;25.0;26505;8578418;1155.11;0.0620887
1390694400;806.81;836.7318;794.64;815.0;7525.65978301;78721.5;282480;522;163508;14788334949;165;746310.37;53078;2193847870;0.00266079;24.2923;16940.016102820104;10525405680.0;438.64300000000003;14.34;34.09;17698;8596116;1224.46;0.0356957
1390780800;815.0;824.9999;726.5;750.0;15625.479356300002;79070.8;282632;564;178198;14815421030;152;774019.19;53442;2193847870;0.00289962;24.6197;17160.384863535106;10936184084.0;431.347;14.87;35.14;15870;8611986;1269.9;0.032575400000000004
1390867200;748.123;814.5;741.2139999999999;784.0001;13668.45243575002;79948.5;282806;493;187868;14848110124;174;684886.78;64529;2193847870;0.00146786;23.8446;17393.08484189204;9698175677.0;442.18300000000005;13.1;25.36;47608;8659594;1119.92;0.0745657
1390953600;787.0;805.0;781.4417;791.56;3868.722663620005;81251.5;282960;561;216759;14881491008;154;716926.84;66167;2193847870;0.00229619;23.4822;17682.737905840677;10174694400.0;431.15;13.71;25.88;20538;8680132;1172.19;0.050437
1391040000;792.69;812.65489;770.0;801.5;8206.217542280006;78853.0;283112;566;194226;14911013352;152;712546.43;59673;2193847870;0.00274672;19.6852;17610.81326465152;10132588654.0;402.285;13.61;28.84;25262;8705394;1163.94;0.0392516
1391126400;801.5;809.6746;793.0;803.5;3913.085330870002;78319.0;283288;486;175023;14941817355;176;711660.11;61116;2193847870;0.00252754;20.8493;18103.42367791872;10140891382.0;397.787;13.57;28.11;27701;8733095;1161.18;0.04277619999999999
1391212800;803.5;829.0;801.0;812.5211;4541.254337039999;77274.9;283472;469;163660;14971930780;184;715021.12;59111;2193847870;0.00357461;19.9452;18025.52598567293;10209318840.0;388.19199999999995;13.6;29.34;31246;8764341;1164.86;0.0321647
1391299200;812.5211;827.2;811.0;814.222;3153.1898499500007;79095.0;283661;452;156086;15001431074;189;730175.23;55904;2193847870;0.00249666;21.6572;18399.434908452677;10446237005.75;393.495;13.86;31.89;29130;8793471;1187.96;0.037873199999999996
1391385600;814.222;815.2;798.5;806.01;3466.195152719999;78866.9;283847;462;154306;15030131973;186;715937.45;51305;2193847870;0.00222264;24.6441;18929.13921572396;10262140660.0;400.25300000000004;13.59;34.4;14207;8807678;1165.18;0.038246300000000004
1391472000;806.01;814.4;795.2;802.69;3366.510283609998;78151.9;284028;469;185444;15063697302;181;696008.13;59598;2193847870;0.00254066;22.6928;19038.19598486805;9998756199.0;379.423;13.17;28.45;41977;8849655;1129.84;0.0396922
1391558400;802.69;807.48;777.85;778.37729;5230.734397109997;77538.3;284200;503;217286;15101070461;172;721928.54;68238;2193847870;0.00180745;24.0935;19318.627676952845;10396856050.0;380.42800000000005;13.65;25.51;23349;8873004;1171.72;0.0628064
1391644800;780.51;829.0;678.03;763.11;21159.224309889974;80041.3;284368;516;221012;15138200509;168;698041.75;67548;2621404453;0.00160789;28.1345;20077.99516468781;10077568088.0;407.296;13.19;24.99;24071;8897075;1132.66;0.06959069999999999
1391731200;763.99;764.0;620.0;702.0;42804.76920564001;84259.3;284550;474;209593;15176346506;182;671112.65;69904;2621404453;0.00250636;33.1214;20724.07517397693;9713209275.0;435.977;12.67;23.2;24844;8921919;1088.71;0.0482849
1391817600;702.0;723.97;667.0;680.49;11134.320208940013;82939.2;284705;559;251875;15215387179;155;610057.31;72579;2621404453;0.00174935;25.103;20742.891804457453;8852251270.0;439.785;11.53;20.29;11954;8933873;990.9;0.0723352
1391904000;680.49;728.89934978;666.53;689.0;12100.344022960013;84374.6;284887;475;181289;15248381791;182;579030.44;63345;2621404453;0.00221397;25.0674;21186.43781390754;8420254861.5;439.06300000000005;10.92;22.38;29319;8963192;939.4;0.0439774
1391990400;686.1;703.0;200.0;686.8313;41517.22010699995;83652.7;285025;615;213520;15277847618;138;584283.84;57702;2621404453;0.0021983000000000003;21.5452;20857.62647079861;8513068681.25;412.80199999999996;11.01;25.04;23594;8986786;947.29;0.039527
1392076800;686.0;721.35;631.2;674.5;39542.291483100045;83185.1;285181;552;208249;15310334511;156;571290.06;66011;2621404453;0.00162361;20.403;20941.797534079018;8341447740.25;402.76199999999994;10.73;21.18;43913;9030699;923.66;0.0647242
1392163200;674.5;684.9;642.0;652.05;12849.018104100027;86923.8;285345;526;200585;15343230438;164;560563.73;67386;2621404453;0.00191739;20.5419;21315.11098302119;8202417855.0;409.506;10.53;20.36;12850;9043549;906.97;0.055340099999999996
1392249600;652.05;658.9899;603.43;605.5001;17171.08754769;85648.1;285523;485;248499;15387463222;178;551859.45;61011;2621404453;0.00259429;22.0913;21501.26915754539;8098332389.0;397.14;10.46;22.39;-56073;8987476;901.09;0.0492011
1392336000;605.6;710.0;535.0;668.0;53636.573379539994;85589.6;285701;484;222758;15427114179;178;517872.69;69344;2621404453;0.00219132;18.3578;21426.80588773571;7619172220.5;382.466;9.83;18.31;6952;8994428;847.1;0.05296569999999999
1392422400;668.5;670.99;633.3;651.92;10844.266203530027;86026.4;285892;443;222948;15469697215;191;553990.01;73888;2621404453;0.0023615;22.5871;22096.975316022843;8173043998.0;379.534;10.53;18.33;10990;9005418;907.54;0.058300599999999994
1392508800;654.8;670.9999;585.0;621.0;16763.054239990033;82926.6;286079;463;179307;15503227620;187;543857.17;61644;2621404453;0.00129715;20.6018;22190.054403284947;8040944511.0;363.006;10.33;21.96;20361;9025779;890.91;0.07712970000000001
1392595200;622.19;664.0;611.0;630.0;15692.726312780022;87472.0;286274;442;152879;15533038983;195;509675.95;57630;3129573175;0.00195857;26.5502;23954.860971880473;7550064499.0;400.17400000000004;9.69;22.18;5890;9031669;835.95;0.050331
1392681600;630.0;651.3;611.3049990000001;627.95;8469.430990370021;87917.5;286429;546;212078;15565911033;155;522477.74;61591;3129573175;0.00458767;28.6656;24495.60039001869;7756082588.75;414.954;9.89;21.19;52186;9083855;853.81;0.040150599999999995
1392768000;627.95;636.85;617.89;621.75;4720.49523819;87175.5;286592;524;219630;15601710690;163;513089.47;64324;3129573175;0.00264911;29.7463;25065.209755800297;7634232964.0;416.051;9.71;19.88;16335;9100190;838.89;0.039695999999999995
1392854400;621.75;629.0;561.0;561.2;25284.882886179945;87967.1;286792;426;211008;15643912269;200;518080.04;72695;3129573175;0.00316827;30.4737;26196.506430838243;7729338332.0;440.986;9.8;17.61;20363;9120553;847.44;0.0380809
1392940800;561.4;588.48969696;530.0;580.0;28472.39168610989;86975.6;286969;475;223057;15683393308;177;467352.27;68781;3129573175;0.00260319;29.3985;26816.63820499577;6990117469.5;437.999;8.84;16.91;22676;9143229;764.49;0.0444737
1393027200;581.0;619.0;562.0;608.7;14739.583484510022;85719.2;287121;557;258361;15722664224;152;470919.36;70725;3129573175;0.00276226;28.4254;26639.15032957575;7061106684.0;431.04;8.9;16.57;27693;9170922;769.97;0.041104
1393113600;610.27;644.93;601.0;607.15175;15802.431095460011;87800.2;287301;479;181995;15755423326;180;496985.17;57724;3129573175;0.00308873;28.1877;27158.413429385033;7467471816.0;449.93199999999996;9.38;21.85;24248;9195170;812.13;0.031525700000000004
1393200000;607.15175;614.89;531.1;535.9999;34137.10106319996;86781.2;287469;516;209179;15790565446;168;490942.81;59509;3129573175;0.00289895;27.3316;26558.350284873253;7393135543.5;429.88699999999994;9.26;20.92;22222;9217392;802.1;0.0331778
1393286400;533.0;549.0;400.0;534.6;94597.86636943986;86178.7;287660;450;228364;15834182888;191;450791.24;74600;3129573175;0.0019747;30.6403;27358.43447755563;6807242310.0;446.79400000000004;8.47;15.05;52663;9270055;734.32;0.0627069
1393372800;534.69;609.0;526.7501;584.0;37741.309289369936;85618.0;287821;527;281984;15879582250;161;434896.28;79607;3129573175;0.00162976;28.1438;27313.98535573994;6586047374.75;441.689;8.18;13.56;19292;9289347;709.01;0.0867285
1393459200;584.0;601.2;568.75;583.89;12048.385075299999;84502.0;288005;469;229496;15921809491;184;476384.18;72340;3129573175;0.00211728;25.3805;26958.39238121444;7233522625.0;420.779;8.96;16.53;17160;9306507;777.26;0.056067399999999996
1393545600;582.01;591.18;545.0;553.9799;15311.961113329995;85828.6;288193;456;210571;15961396898;188;473770.17;72528;3129573175;0.00251658;26.9572;27202.862551200717;7211717319.75;413.147;8.89;16.43;34002;9340509;772.08;0.0468548
1393632000;553.9799;577.25;540.2044;568.75;8621.818636850028;89778.5;288374;467;244767;16005699657;181;463570.13;71391;3815723799;0.0027962;30.0148;28729.32918711815;7076038645.5;427.18699999999995;8.73;16.39;-10089;9330420;758.36;0.0482008
1393718400;568.75;572.24;555.161;565.37191;3148.2821334500004;88787.8;288518;602;250611;16041787704;144;460779.09;62094;3815723799;0.00151763;29.0259;28630.910349247682;7049293779.0;402.119;8.68;19.0;22506;9352926;753.69;0.0641622
1393804800;566.0;719.25;563.0;680.98;50924.07018684998;86423.8;288658;610;243418;16075866278;140;453166.05;57785;3815723799;0.00197032;19.7703;28690.797294339627;6947552585.0;398.79699999999997;8.53;20.25;23378;9376304;740.99;0.044992000000000004
1393891200;680.98;703.85;658.5;672.0;25028.502508719957;85107.3;288806;581;336348;16125645721;148;537026.99;81438;3815723799;0.00160748;16.169;28456.297234414586;8258730942.0;368.915;10.09;16.56;37291;9413595;877.32;0.0863418
1393977600;672.0;678.9999;651.21;669.61;8382.052502650018;86395.9;288955;577;350082;16177807964;149;537654.48;83316;3815723799;0.00170746;15.3616;28915.631238707774;8295126875.0;367.98199999999997;10.12;16.22;8570;9422165;880.39;0.08029760000000001
1394064000;669.61;676.43;648.7;668.0;7086.165828120006;87321.2;289111;552;287082;16222592701;156;528683.94;72735;3815723799;0.00210261;10.9059;29053.48100100105;8179306290.25;364.9;9.96;18.54;11909;9434074;866.98;0.0550332
1394150400;667.0;669.0;616.23;631.01;17244.45861631;87258.8;289284;494;239786;16264075593;173;530093.46;69439;3815723799;0.00233901;10.2416;29563.085548372685;8222084091.0;360.10900000000004;9.99;19.59;21296;9455370;869.56;0.0492445
1394236800;631.01;639.999;600.6;616.8001;10974.237405330008;85430.5;289450;519;250560;16305668545;166;503744.31;72411;3815723799;0.000562733;9.450289999999999;29156.626993628794;7833373800.0;347.14099999999996;9.49;17.83;19538;9474908;826.74;0.19858900000000002
1394323200;616.9;654.999;610.25;638.5;8299.770144150001;85469.6;289618;515;211160;16341143417;168;493763.03;64962;3815723799;0.0007189669999999999;9.75222;29806.960681219032;7694866627.0;357.11400000000003;9.29;19.71;28761;9503669;809.69;0.128985
1394409600;638.5;648.3;606.0;626.9801;11578.324512090017;86801.0;289797;476;198054;16376595172;179;509655.43;61520;3815723799;0.00133492;16.2111;30863.75292355315;7959767022.0;367.202;9.57;21.62;36490;9540159;834.33;0.07304880000000001
1394496000;626.9801;641.9999;615.31;634.01;3637.34778215;88031.9;289946;582;283056;16418770503;149;500044.67;71738;3815723799;0.00107417;12.9116;30890.850160536083;7829779292.5;351.629;9.37;17.98;40223;9580382;817.27;0.122195
1394582400;634.01;654.0;631.0;636.2296;7288.498057810017;89819.0;290114;508;252994;16461273497;168;501015.75;77100;3815723799;0.00158093;14.9803;31405.69766321168;7865292878.0;345.775;9.38;16.7;21191;9601573;819.19;0.078453
1394668800;636.2296;648.0;634.5001;644.18;3312.9606755300088;91673.2;290296;476;238581;16504695255;182;503463.23;75925;3815723799;0.00156458;19.1103;32110.225824767764;7924563566.0;343.351;9.43;17.1;17313;9618886;823.86;0.0840603
1394755200;644.18;645.0;623.5;627.98;5526.445395300005;89189.6;290458;528;261116;16546996025;162;506707.36;73273;4250217920;0.00187328;18.7817;32312.01462152681;7996067695.0;341.414;9.49;17.93;19955;9638841;829.55;0.0629501
1394841600;628.89;639.8899;626.3;635.45;1740.3910147399995;85583.7;290591;647;299419;16586818757;133;496835.46;69467;4250217920;0.00225872;10.7864;31828.18337933082;7859153552.25;317.817;9.34;18.67;-10754;9628087;816.26;0.047349699999999995
1394928000;635.45;638.0;628.5801;632.6;1904.315915269999;84944.3;290756;520;183412;16617081672;165;497168.46;60519;4250217920;0.00186464;12.6615;32256.006709056444;7878769715.0;314.608;9.34;21.75;20461;9648548;816.58;0.046937400000000004
1395014400;632.6;632.6;619.2;623.8;3762.448823929998;82458.5;290927;496;169459;16646059224;171;497403.32;59713;4250217920;0.00322183;13.5098;32566.857128073774;7896237532.75;297.53;9.33;22.11;30312;9678860;815.84;0.030937700000000002
1395100800;623.8;623.8;600.0;615.5999;7741.050951310013;81533.5;291088;529;207166;16679412942;161;490559.28;64808;4250217920;0.00239196;17.3336;33388.79682973907;7803192880.0;304.064;9.17;19.98;46503;9725363;802.36;0.0429911
1395187200;615.5999;622.2;605.9841;609.0;3436.9250322000007;77998.4;291234;584;180745;16705801772;146;482801.16;55848;4250217920;0.000370957;14.966;33243.147288469016;7691936964.0;291.899;9.01;23.15;22413;9747776;789.09;0.214292
1395273600;608.9841;609.0;584.0;586.5551;8105.020791800012;73612.2;291394;532;220015;16741004146;160;478956.27;72985;4250217920;0.00124493;14.0679;33140.695387013744;7646759894.0;272.83;8.93;17.19;26533;9774309;782.32;0.0853022
1395360000;588.8294;605.96;555.5;570.995;19211.33226246001;72452.6;291571;488;225536;16780923999;177;457323.84;72859;4250217920;0.00203936;13.6331;33593.437127273486;7318798639.25;276.829;8.54;16.48;8073;9782382;748.15;0.055683699999999996
1395446400;570.9898;574.24;550.09;563.0;6733.799717730006;72817.3;291757;458;225338;16822836809;186;452201.9;70792;4250217920;0.00246963;20.7037;35193.12460952462;7254904463.0;291.569;8.46;16.85;2759;9785141;741.4;0.045404900000000005
1395532800;563.0;571.0;555.0;558.0;4844.280873330002;71000.1;291927;497;246091;16864672256;170;438625.03;67560;4250217920;0.00427147;18.5765;35344.03852294454;7054583985.0;281.551;8.23;17.23;-10162;9774979;721.7;0.0332957
1395619200;558.5;590.0;550.5;585.6587;9278.286354000003;71046.1;292141;396;147079;16896147115;214;439591.71;58608;4250217920;0.00325576;18.7215;36641.89817835582;7083326481.25;289.777;8.23;20.19;34036;9809015;722.13;0.0276597
1395705600;585.6587;586.0;568.55;583.9899;4905.603576660011;74148.1;292329;461;211703;16935947315;188;446988.02;69248;5006860589;0.00192468;24.5256;38467.00863722098;7219472388.0;304.552;8.35;17.15;40711;9849726;732.97;0.0519702
1395792000;583.89;593.25;566.51;576.61;7667.593622010009;74505.2;292486;548;251697;16975463813;157;437566.77;73210;5006860589;0.0026526;26.2275;39642.62310974706;7083796385.0;313.657;8.17;15.83;20812;9870538;717.68;0.0443548
1395878400;577.9999;579.4799;465.0;474.0;41011.67727724997;77497.8;292645;536;240373;17013683172;159;450042.81;67282;5006860589;0.00296231;26.0246;40466.79073609084;7302175237.5;319.992;8.4;17.89;14656;9885194;738.69;0.0405096
1395964800;475.0;533.36;470.0;502.25;36005.67686615986;77342.0;292818;502;243223;17055760696;173;396380.56;73854;5006860589;0.00170953;27.7408;41275.63583656121;6447383805.0;311.522;7.41;14.27;11236;9896430;651.49;0.06529750000000001
1396051200;503.2499;507.99;485.45;492.4398;4638.419608480005;77845.8;292992;497;213549;17092918210;174;386722.83;64211;5006860589;0.00150193;31.4822;41848.39194857247;6303998736.0;321.105;7.22;16.24;24080;9920510;635.47;0.06265509999999999
1396137600;490.01;491.9999;436.2;460.9999;26186.409161049975;78768.0;293167;495;176670;17123835463;175;382869.79;54831;5006860589;0.0024458;33.1213;42939.62863922421;6252478933.75;332.45099999999996;7.14;19.13;32932;9953442;628.17;0.032654
1396224000;460.9999;488.0;436.1;456.9899;22023.944724199995;77401.0;293307;617;227632;17155703898;140;355462.91;54971;5006860589;0.00180454;27.3023;41458.36094239488;5815712385.0;316.829;6.6;17.74;56464;10009906;580.99;0.0466829
1396310400;456.89;513.9;453.4;479.9181;20007.74475681;73344.0;293487;480;210756;17193639930;180;351274.3;65968;5006860589;0.00170706;23.3166;41173.91249682099;5759891280.0;308.79900000000004;6.52;14.39;15984;10025890;574.52;0.0594903
1396396800;479.9181;496.2;432.0;439.8999;14750.121768330027;72387.4;293658;507;219863;17231236581;171;366771.37;65173;5006860589;0.00180265;25.3542;41671.69727657531;6027149371.5;299.44;6.8;15.26;22545;10048435;599.82;0.05481180000000001
1396483200;439.8999;463.0;415.99;447.9999;10787.719293880024;72167.4;293855;438;192463;17269151744;197;343492.73;65279;5006860589;0.00175078;29.8187;43022.827393051295;5657032012.5;318.802;6.37;14.29;16627;10065062;562.05;0.058879499999999994
1396569600;448.0;458.5899;431.2001;448.895;5557.533295220002;75714.4;294059;424;179616;17305793495;204;337948.87;68092;5006860589;0.00172239;31.3503;44125.065119650135;5577538849.75;326.265;6.28;13.45;1159;10066221;554.1;0.0630979
1396656000;448.895;464.5;445.2;463.99;3086.3469877400007;76555.3;294254;443;196675;17344145144;195;341401.89;65151;5006860589;0.00203159;27.5014;44871.7422892816;5647014482.5;326.783;6.34;14.28;19647;10085868;559.89;0.052490499999999995
1396742400;463.98;465.9998;450.2;458.78;1207.3818598899989;77749.1;294425;504;189583;17376563813;171;348170.68;55034;6119726089;0.00153122;30.3782;46080.927257262316;5769739256.25;317.052;6.46;17.54;18974;10104842;571.0;0.056923900000000006
1396828800;458.7799;461.0;445.111;448.0;2884.8511577399995;79219.4;294576;572;216154;17409203128;151;349779.73;51048;6119726089;0.00238915;30.0844;47665.39350621834;5807291328.0;315.493;6.46;19.16;63917;10168759;571.09;0.0349864
1396915200;448.0;458.8;445.67900000000003;452.3849;2040.8305625699984;80793.9;294727;563;244615;17446140007;151;341006.02;66641;6119726089;0.00303082;24.3341;47827.617527304894;5673636207.0;308.368;6.3;13.99;20495;10189254;556.83;0.0375165
1397001600;452.3849;455.13590891;440.2;442.4;1329.8698999399985;79043.3;294861;636;295072;17485679697;134;341195.66;67129;6119726089;0.00324836;19.9997;47571.04248151316;5689657254.75;298.522;6.31;13.91;11823;10201077;557.76;0.0357237
1397088000;442.4;442.8689;357.0;364.2;15293.527040009994;76376.2;295022;537;238502;17524078542;161;330493.79;64534;6119726089;0.00337079;17.5369;47563.40388996044;5523299358.5;275.336;6.11;14.09;14572;10215649;540.67;0.0473903
1397174400;364.04989;433.6;341.1;422.65;22641.387408030023;73884.3;295177;553;258918;17564210845;155;291530.57;69411;6119726089;0.00169488;13.9804;47046.1187080074;4883293470.5;263.737;5.39;11.51;15706;10231355;477.29;0.06834119999999999
1397260800;421.999;441.0;414.0;423.3;5915.0407006300065;73583.8;295346;511;219357;17601282247;169;311989.81;64292;6119726089;0.00182362;13.4028;47457.264495212345;5237026934.5;248.204;5.77;13.41;14663;10246018;511.12;0.059135900000000005
1397347200;423.3;428.2;400.0005;418.0;4029.0886447300013;72662.8;295507;533;169209;17628524904;161;317244.75;47912;6119726089;0.00227287;9.50881;47022.6741610071;5333477980.25;241.481;5.87;18.82;13105;10259123;519.86;0.0317705
1397433600;417.6;478.0;407.9999;460.5394;19075.896932160013;75787.6;295694;461;162310;17658876850;187;310488.25;50815;6119726089;0.00248497;17.1952;48587.19936414598;5228875960.0;245.957;5.71;17.3;63354;10322477;506.54;0.032524000000000004
1397520000;460.5394;526.995;452.11;520.1;14443.881037740024;78039.9;295887;448;216256;17700614332;193;348721.03;70083;6119726089;0.0025092;22.4379;50412.47876780798;5886627603.75;252.041;6.42;13.71;6686;10329163;569.9;0.048373400000000004
1397606400;520.1;547.0;495.2;531.25;15087.697150700009;81204.6;296069;470;246899;17745549916;182;374532.28;73958;6119726089;0.00242822;25.9812;52498.512371993136;6338387707.75;256.786;6.92;13.91;-4952;10324211;613.91;0.05465219999999999
1397692800;531.25;535.7499;486.1001;500.0;7835.837168570002;80458.2;296228;544;266256;17787884544;159;387022.88;68335;6119726089;0.0018051999999999999;21.8228;52411.59430515208;6565397489.0;249.873;7.17;15.7;-4436;10319775;636.22;0.06168490000000001
1397779200;499.0;503.9999;474.8;480.4202;4192.189137580006;82156.2;296397;509;226879;17826227163;169;371187.39;66215;6978842650;0.00183257;22.4952;54051.08774239796;6310339616.25;259.666;6.88;15.61;11479;10331254;610.8;0.06563039999999999
1397865600;480.4202;513.9899;474.0;505.0;4748.803486890001;83936.1;296557;541;203530;17858792042;160;357771.45;56155;6978842650;0.001574;21.7606;54636.11451911245;6093374153.0;261.254;6.63;18.04;17723;10348977;588.8;0.0603865
1397952000;505.0;517.995;493.51;503.0;2851.3820450200014;84365.9;296716;546;192754;17889439979;159;368646.02;53160;6978842650;0.00277631;20.4821;55519.25354178623;6289358992.0;265.582;6.83;19.76;11206;10360183;607.05;0.035710000000000006
1398038400;503.0;515.646;492.24;499.8;2731.9119271599952;81833.4;296894;482;169810;17919666175;178;369844.17;48406;6978842650;0.0025608000000000002;17.9348;56214.09810221939;6320461286.0;262.275;6.82;21.99;57721;10417904;606.69;0.033056800000000004
1398124800;499.25;506.0;488.02;491.789886;1975.0835236199991;80997.7;297065;490;198689;17953642029;171;366203.65;61135;6978842650;0.00176996;17.7171;56301.26831229513;6270112257.5;261.652;6.75;16.9;19176;10437080;600.77;0.057736300000000004
1398211200;491.789886;496.0;483.0101;491.78;1493.72761828;79382.3;297219;564;280027;17996766193;154;361307.07;75990;6978842650;0.00180168;17.7691;56023.967526113425;6201132689.25;257.536;6.66;13.19;26755;10463835;592.61;0.0698053
1398297600;492.2651;504.96;481.15;504.5;3158.910741130001;81847.2;297384;507;248623;18037788976;165;358995.13;75880;6978842650;0.00208714;20.4527;57291.38474405763;6175497510.0;268.012;6.62;13.15;19356;10483191;589.09;0.0523543
1398384000;504.9;504.96;441.3;464.33565999999996;12013.173137969998;78773.7;297535;566;271216;18078742580;151;354262.95;70290;6978842650;0.00339662;19.8809;56399.30435876953;6107929957.5;240.15099999999998;6.53;14.13;9213;10492404;582.13;0.033822000000000005
1398470400;464.33565999999996;469.19;450.0;460.75;2990.2735850199956;77933.9;297717;474;228758;18120376621;182;338775.47;73669;6978842650;0.00246668;21.1398;57489.62482967722;5854357797.75;239.372;6.25;12.86;23697;10516101;556.7;0.0441034
1398556800;460.75;465.6;429.5999;429.9851;2250.3174669500013;78680.0;297880;529;176764;18149189082;163;335925.45;50662;6978842650;0.002719;22.680999999999997;57687.8649152968;5814337210.0;236.169;6.2;19.21;10111;10526212;552.36;0.025797900000000006
1398643200;430.0;450.0;423.5;441.38999999;7639.170471930003;78543.9;298057;485;182352;18181465408;177;322612.1;53000;6978842650;0.00386209;18.6286;57638.304893891895;5593834584.25;231.386;5.92;17.59;56999;10583211;528.54;0.024053099999999997
1398729600;441.38999999;454.0;435.0;447.7899;4151.357156619999;75871.8;298209;565;240761;18218061133;152;321241.35;65138;6978842650;0.00222906;12.4655;56696.664487198905;5581278290.25;220.63299999999998;5.89;14.01;28221;10611432;525.96;0.0455944
1398816000;447.7899;453.9899;432.87;451.4;3657.2509567800066;78711.1;298380;504;226559;18256802649;171;323601.99;64708;8000872136;0.00222443;11.9656;58780.28724900526;5634248445.0;233.774;5.94;14.24;10449;10621881;530.42;0.0442659
1398902400;451.4;463.53;448.9999;461.35;2818.6792795;77682.4;298517;632;272046;18294072911;137;325150.2;64132;8000872136;0.00266871;11.4008;58386.9401497587;5672761393.5;222.519;5.97;14.47;10412;10632293;533.55;0.0386146
