start;open;high;low;close;volume;market-cap;utxo-value;metcalfe-tx;block-size;velocity-daily;block-height;fee-percentage;chain-value-density;quarterly-hash-rate-growth;hash-rate;difficulty;blockchain-size;metcalfe-utxo;hash-rate-growth-14d;block-interval;utxo-set-size;blocks-daily;annual-hash-rate-growth;daily-transactions;utxo-growth
1367280000;144.0;146.6752;133.89;139.88;10998.392298150005;1477707222.0;294.0;6.71;124094;0.055564199999999994;233656;0.00546783;202504.81;237.305;73.29026785436041;8974296;7651612330;3.96;14.4709;483;5026160;177;553.712;42865;83307
1367366400;139.88;140.02;105.0;116.0;23879.787019450006;1496039972.5;294.91;5.49;151039;0.171508;233830;0.00240391;204315.37;243.338;74.6286118760487;8974296;7677893143;3.96;15.6752;488;5072887;174;542.446;52096;46727
1367452800;116.0;127.18;90.414;106.56;29996.42493560001;1533614460.75;300.8;6.33;177354;0.0886438;233979;0.00457653;208728.55;234.375;74.58377270863862;10076293;7704318847;4.04;15.5082;582;5098433;149;527.2180000000001;46724;25546
1367539200;106.56;108.21;80.0;98.06;32562.959571809977;1302855355.0;253.97;4.34;172717;0.121235;234130;0.00368793;176723.46;225.158;75.06443047368154;10076293;7730399181;3.41;15.3762;573;5129980;151;521.6469999999999;56865;31547
1367625600;98.06;115.959;93.35600000000001;112.5;15470.540318530017;1175189346.0;227.52;4.1;195308;0.07961510000000001;234264;0.00502314;158868.58;216.322;73.69132168855121;10076293;7756570463;3.05;12.1452;643;5165188;134;513.062;54474;35208
1367712000;112.5;126.0;100.0;116.57;13364.410708439986;1042564746.0;200.66;3.9;181476;0.071813;234401;0.00563598;140489.34;212.47099999999998;72.5966129605048;10076293;7781432641;2.69;11.6612;633;5195667;137;490.276;51128;30479
1367798400;116.57;124.3;106.0;112.0;12268.50896875;1231431200.0;234.36;4.64;159006;0.0455914;234560;0.00939754;165402.38;211.233;74.60568244606469;10076293;7806714650;3.14;13.5036;533;5254446;159;498.788;50747;58779
1367884800;112.05;113.44;98.0;110.0;15060.449155370037;1281697450.0;242.27;4.9;153430;0.0564327;234725;0.00702523;171597.54;208.812;75.13217067941022;10076293;7832030553;3.24;9.50693;520;5290326;165;510.892;50027;35880
1367971200;110.0;116.98;108.5;113.5;8804.37823946001;1286291103.75;241.11;4.62;160639;0.0762221;234891;0.00513882;171628.2;205.115;75.92140737898227;10076293;7858696558;3.22;9.358989999999999;520;5335061;166;522.187;52951;44735
1368057600;113.5;113.5;108.23;112.669;3999.007942050001;1197208710.0;221.82;3.93;173627;0.0880076;235059;0.00481181;159151.33;208.467;77.28098017841738;10076293;7887865836;2.96;9.64;510;5397364;168;530.011;57522;62303
1368144000;112.669;122.5;111.4;117.87;7581.939586880006;1259427390.0;230.45;4.75;156409;0.0745395;235224;0.00634702;166876.4;218.657;78.28277066221169;10076293;7913673324;3.07;11.9724;521;5465008;165;516.263;50618;67644
1368230400;117.87;118.9;112.72;115.57600000000001;3842.267086809999;1256996283.0;228.43;3.48;190137;0.0633271;235388;0.00932099;165900.57;221.98;80.4294645560566;10076293;7944855869;3.04;12.4796;527;5502731;164;537.893;67186;37723
1368316800;115.57600000000001;118.0;113.0;114.3;2749.882537939997;1308609720.0;235.39;3.59;190609;0.08048689999999999;235560;0.00768249;172002.83;230.674;82.93394076554235;10076293;7977640664;3.13;12.5709;497;5559095;172;555.922;67681;56364
1368403200;114.3;118.97;114.07;117.979;2594.5231254099976;1284405573.0;229.77;3.22;191621;0.06126990000000001;235742;0.0084291;168086.64;239.625;84.57973941749013;10076293;8012515613;3.06;15.5042;470;5589906;182;580.435;73592;30811
1368489600;117.979;119.85;105.2;111.551;9787.092823040006;1274410780.0;226.31;3.66;179963;0.0488958;235910;0.010292299999999999;166151.71;242.497;86.11984048660611;11187257;8042749431;3.01;17.5052;507;5631453;168;594.714;64882;41547
1368576000;111.551;117.0;103.45;108.94;9358.280315510006;1306356994.0;229.99;4.03;167824;0.100953;236084;0.00514429;169700.56;259.546;88.06506071706761;11187257;8071950851;3.05;18.0044;498;5679965;174;616.789;60740;48512
1368662400;108.94;115.2;108.2;115.0;4798.928981250001;1272559216.5;222.55;3.52;204249;0.06974019999999999;236238;0.00746234;164668.43;252.058;88.27824927302716;11187257;8103405220;2.95;18.3612;561;5718210;154;635.615;67174;38245
1368748800;115.0;122.0;112.35;117.62;5110.450740700001;1238813319.75;215.23;3.67;214905;0.0658441;236379;0.00811863;159704.54;250.62099999999998;87.67331003201157;11187257;8133706805;2.85;16.7974;615;5755805;141;665.924;62975;37595
1368835200;117.51;118.98;115.81001;118.52;2171.883057919999;1291132820.5;221.97;3.94;201883;0.06510149999999999;236527;0.0106496;165840.23;241.80900000000003;87.69604881601009;11187257;8163585468;2.94;19.0046;586;5816703;148;676.9839999999999;61300;60898
1368921600;118.52;120.99;115.61;118.25;1331.1313883700004;1357819848.0;232.63;4.29;174933;0.07762899999999999;236688;0.00643915;173806.25;229.93200000000002;88.17913308134298;11187257;8191749643;3.08;21.4645;538;5836942;161;679.564;59361;20239
1369008000;118.25;118.94;116.0;118.09;881.0578576200005;1361288920.5;232.59;4.95;167492;0.06472130000000001;236837;0.00547786;173721.06;218.02200000000002;86.99330146644684;11187257;8216706015;3.08;16.6041;577;5852586;149;651.898;52215;15644
1369094400;116.9;118.6;116.9;117.0;1914.04839262;1345560678.25;228.91;5.46;139749;0.0367917;236993;0.0113765;171259.51;209.158;86.03995021749948;11187257;8238506921;3.03;14.5181;539;5878237;156;645.244;47157;25651
1369180800;117.0;120.0;117.0;119.11;2360.3498401399993;1350979123.0;228.04;5.28;180960;0.0485101;237122;0.00801457;171463.31;187.138;82.46488303394688;11187257;8261850795;3.01;8.61875;669;5924289;129;624.317;48781;46052
1369267200;118.45;124.25;118.41;123.83;4029.382328049997;1357026282.0;227.8;4.74;174215;0.0604814;237273;0.00687826;171684.15;176.428;82.22654522171004;11187257;8288157213;3.01;6.3994599999999995;570;5957119;151;634.128;54104;32830
1369353600;123.83;130.0;122.4;128.7;7967.52417806;1359736731.0;227.12;4.95;159164;0.0656884;237429;0.00678347;171513.24;170.865;83.41823428289423;11187257;8312986851;3.0;6.56015;554;5986702;156;637.474;52052;29583
1369440000;128.61;129.73;125.1;128.97;2715.805613039997;1395290451.75;232.24;4.36;162718;0.062919;237603;0.007996099999999999;175400.49;175.39;85.48382865561352;11187257;8341299842;3.06;6.2842199999999995;497;6008080;174;656.765;59821;21378
1369526400;128.97;133.0;128.0;130.24;2883.230136129997;1459512834.0;242.01;5.02;157206;0.06633960000000001;237772;0.00649293;182891.29;178.732;86.11939615491174;11187257;8367867577;3.19;3.84096;512;6030769;169;691.654;54828;22689
1369612800;130.27;130.59;123.0;126.25;3535.3153651699986;1466097801.0;242.49;5.46;148213;0.0652422;237937;0.00644257;183181.11;189.58700000000002;88.52261561299572;12153412;8392322657;3.19;4.66173;526;6045897;165;731.2810000000001;50928;15128
1369699200;126.25;127.0;123.0;125.92;2613.51733913;1494301475.0;246.4;7.07;133254;0.0346524;238100;0.00815392;186223.04;184.449;90.19709939849659;12153412;8414043028;3.24;4.7344;530;6064725;163;739.283;40886;18828
1369785600;125.92;140.68;125.67;130.35;3561.613354920001;1443448720.0;236.98;5.11;150440;0.060331600000000006;238276;0.00730031;179321.37;198.56799999999998;95.13861521366043;12153412;8440520503;3.12;8.03219;490;6090989;176;780.87;53334;26264
1369872000;130.35;131.0;124.15;126.7;4735.037214169999;1434876691.5;234.82;4.6;172203;0.06430930000000001;238434;0.00772572;177683.69;203.71599999999998;96.77879340947986;12153412;8467728519;3.09;9.62926;544;6110323;158;795.375;58380;19334
1369958400;126.7;129.1;125.06;127.9;2272.14690654;1449769513.5;236.59;5.02;158696;0.06887839999999999;238602;0.00665446;178964.43;212.358;98.88481247172359;12153412;8494389383;3.11;12.7878;515;6127918;168;825.1239999999999;54336;17595
1370044800;127.9;129.0;127.0;128.77;815.1359793199993;1445747991.5;235.25;4.8;154689;0.054551800000000004;238781;0.00770302;177888.13;214.442;100.51018226938051;12153412;8522078709;3.09;14.612;477;6145776;179;827.5830000000001;56516;17858
1370131200;128.77;132.65;117.0;123.8;11905.972311849986;1438342785.0;233.37;4.97;147938;0.060077599999999995;238956;0.00666821;176440.97;217.252;102.18755353270457;12153412;8547967871;3.06;15.8863;494;6163340;175;813.533;54481;17564
1370217600;123.8;132.87;117.0;123.1;4750.950442540005;1443404581.5;233.63;5.05;123942;0.041959500000000004;239169;0.008677500000000001;176516.74;220.66400000000002;106.33029218943581;12153412;8574367586;3.06;22.2281;406;6178207;213;833.5930000000001;53826;14867
1370304000;123.22;123.99;116.42;120.43;5195.531711939995;1368774928.0;221.1;5.17;122252;0.038479900000000004;239368;0.011324500000000001;166916.54;227.69;109.43734618198427;12153412;8598695642;2.9;27.1936;436;6190715;199;866.627;50166;12508
1370390400;120.43;122.37;119.6;121.19;1437.67228074;1339189403.75;215.79;4.43;126917;0.0708328;239581;0.00747244;162796.89;236.91400000000002;112.63070722988131;12153412;8625729069;2.83;36.5802;405;6205766;213;882.092;56634;15051
1370476800;121.19;121.33;118.0;119.28;1260.7073753199995;1358940122.5;218.42;4.49;127943;0.05684500000000001;239794;0.00833692;164677.58;253.18599999999998;117.37759527405257;12153412;8652980988;2.86;42.748999999999995;407;6221685;213;902.7360000000001;56640;15919
1370563200;119.28;119.28;107.0;111.07;9643.826776270003;1368383098.0;218.93;4.46;148951;0.06009069999999999;239978;0.00899888;165298.33;264.26099999999997;123.26942158227487;15605633;8680388007;2.86;47.7728;468;6250278;184;931.172;57276;28593
1370649600;111.07;112.5;108.45;109.13;1945.7358486000005;1343612075.25;214.57;4.63;143326;0.06718819999999999;240159;0.00541556;161822.42;275.132;127.87940161416113;15605633;8706329984;2.81;49.5948;478;6261864;181;969.422;54462;11586
1370736000;109.13;110.0;89.9;100.0;15770.52403422;1256730540.0;200.43;4.53;155404;0.05945790000000001;240320;0.00654195;150924.83;274.978;130.61815208409578;15605633;8731349985;2.62;51.67100000000001;530;6270157;161;1004.54;52220;8293
1370822400;100.3;108.0;93.0;104.23;9508.155149050022;1211735064.75;192.93;4.84;121179;0.035423;240501;0.0105318;145156.54;272.491;132.2936922341307;15605633;8753283385;2.52;49.4462;478;6280854;181;1007.96;47511;10697
1370908800;104.23;108.03;103.4;107.36;3430.4946068499994;1120791420.0;178.25;4.76;135122;0.059495900000000004;240660;0.00527576;133933.46;278.707;132.73942759736514;15605633;8774767790;2.33;47.166000000000004;528;6287827;159;999.028;44912;6973
1370995200;107.36;119.0;105.0;106.68;4660.670137950005;1185580711.5;188.21;4.99;119499;0.0424765;240834;0.00746424;141340.79;282.628;133.63920752322898;15605633;8795560674;2.46;40.4679;498;6299466;174;1022.97;45317;11639
1371081600;106.68;109.14;95.0;102.0;5828.059181030001;1215144469.5;192.27;4.7;121451;0.0523413;241014;0.00783749;144506.11;286.422;135.20392478409659;15605633;8817421889;2.51;39.7041;480;6319817;180;1027.31;48895;20351
1371168000;102.0;107.36;97.0;99.01;5340.357983599995;1225843784.75;193.5;5.05;106947;0.0499505;241217;0.00758237;145420.43;279.435;137.30955967827518;15605633;8839132217;2.52;38.8581;424;6335317;203;1048.92;46119;15500
1371254400;99.01;104.0;96.22;99.42;2398.3840565099977;1178500382.25;185.65;5.13;110255;0.0546957;241403;0.00665159;139480.53;271.139;137.86367412411158;15605633;8859639622;2.42;37.1639;464;6348219;186;1035.4;43872;12902
1371340800;99.42;101.1;98.66;99.0;1250.6019115699996;1132795955.5;178.24;4.35;127662;0.0616936;241583;0.00513271;133724.38;269.035;139.9693090182902;15605633;8882618781;2.32;36.973;480;6355388;180;1033.84;49163;7169
1371427200;99.0;101.01;98.3;100.49;1287.1702078700005;1131648780.0;177.96;6.11;96991;0.0369896;241756;0.00792051;133337.08;252.581;139.08272590495181;15605633;8899398273;2.32;30.8025;495;6359304;173;1042.27;36018;3916
1371513600;100.49;108.5;99.99;104.12;6112.643443239997;1128157721.25;177.23;4.97;107297;0.046386800000000006;241941;0.006019300000000001;132629.91;259.086;146.86925081008658;19339258;8919248177;2.31;34.204;468;6365193;185;1108.45;43335;5889
1371600000;104.12;107.5;102.99;104.99;2839.768822539999;1143890601.5;179.41;4.65;145427;0.0503183;242086;0.00658891;134162.34;246.523;147.4999482084722;19339258;8940335064;2.33;30.9589;593;6375715;145;1075.57;46656;10522
1371686400;104.99;108.0;102.38;104.55;5580.670854570001;1202242821.0;188.42;5.06;147081;0.056438800000000004;242226;0.00595475;140682.21;226.46900000000002;146.77902275069897;19339258;8960926468;2.45;25.0486;614;6380348;140;1079.34;45116;4633
1371772800;103.0;105.0;91.0;101.29;5607.971744929998;1214139608.0;189.97;4.87;160518;0.051337;242362;0.00630122;141729.05;208.75400000000002;142.9598224251541;19339258;8982756981;2.47;15.9735;637;6391134;136;1040.28;47132;10786
1371859200;101.29;102.4;98.49;100.23;1392.4754257499985;1252338030.0;195.86;4.35;162216;0.0672905;242516;0.00950971;145782.61;197.31400000000002;143.49667909161113;19339258;9007738237;2.54;12.2125;561;6393910;154;1052.5;53799;2776
1371945600;100.23;101.5;98.6;100.4;796.2981047600003;1224849733.0;191.47;5.05;129305;0.05954690000000001;242684;0.00601584;142239.72;194.951;146.6211925523058;19339258;9029461430;2.49;12.2518;511;6397192;168;1086.7;45963;3282
1372032000;100.4;102.13;95.38;98.68;2801.04700209;1203815095.0;187.91;5.13;117450;0.037899199999999994;242860;0.0130726;139477.69;194.395;151.62016307101956;19339258;9050132635;2.44;14.6088;489;6406387;176;1102.16;44554;9195
1372118400;99.35;100.9;97.5;97.58;3395.975849819998;1172202187.5;182.82;5.91;106079;0.028857999999999998;243025;0.0099054;135552.76;187.352;148.87342098639962;19339258;9067635678;2.37;12.1546;522;6411537;165;1103.05;38240;5150
1372204800;97.58;100.0;96.99;98.69;1467.8945044399993;1149251800.0;179.01;4.88;136646;0.0548351;243175;0.0063375;132599.06;181.46400000000003;149.56010650755462;19339258;9088132509;2.32;11.9133;579;6420160;150;1116.39;44671;8623
1372291200;98.69;98.72;96.31;96.31;1087.7657913300004;1166989901.0;181.58;5.02;126446;0.0619307;243332;0.00480812;134352.18;191.269;151.8948372794816;19339258;9107984575;2.35;12.345;552;6427000;157;1118.12;44144;6840
1372377600;96.31;96.52;88.01;89.79;7594.03228208001;1164263278.5;180.83;4.67;124724;0.05655930000000001;243506;0.00642538;133719.65;194.77900000000002;157.11364724025938;19339258;9129686632;2.34;14.4229;496;6438388;174;1138.06;47094;11388
1372464000;89.2;91.6;86.15;88.8;1815.6155085599974;1144843815.5;177.61;4.82;124617;0.0480361;243673;0.00547241;131190.21;195.96099999999998;158.89902959526236;19339258;9150497711;2.3;15.2581;520;6445554;167;1150.92;45044;7166
1372550400;88.8;90.25;88.26;89.55;535.3731498199999;1056317255.0;163.71;3.95;136992;0.0602987;243842;0.00706067;120740.27;192.105;159.03636669949336;19339258;9173649353;2.12;13.6223;510;6452655;169;1142.41;50165;7101
1372636800;89.55;91.56;1.0;83.5;10028.673439419996;1075438556.25;166.18;5.74;104891;0.0454919;244011;0.00473452;122688.82;199.979;160.47058746502933;21335329;9191375959;2.15;15.3778;512;6471510;169;1193.25;36217;18855
1372723200;83.51;88.5;83.24;87.68;3743.6014528499977;1081932189.0;166.94;7.02;90653;0.0353606;244164;0.00731539;123243.65;187.168;160.9913221891591;21335329;9205245944;2.16;9.6154;565;6481116;153;1183.5;30277;9606
1372809600;87.68;89.56;75.0;77.402;8688.243453000005;992577804.75;152.95;4.87;113729;0.07559819999999999;244321;0.00270222;112846.34;185.58599999999998;164.1781620237406;21335329;9223101400;1.98;11.3073;553;6489424;157;1211.47;39068;8308
1372896000;77.402;82.0;70.04;79.4;7098.652297580003;1000297274.0;153.96;4.82;116909;0.0648527;244474;0.00483932;113503.84;178.498;165.79759358171842;21335329;9240988422;1.99;12.9573;561;6497059;153;1210.29;39695;7635
1372982400;79.4;79.4;64.0;67.0;13818.132388990005;889424712.5;136.63;4.88;85728;0.0715744;244658;0.00343505;100751.15;191.71;169.77917060691678;21335329;9256762285;1.76;18.7601;471;6509758;184;1256.0;35238;12699
1373068800;67.0;73.26;62.94;66.12;10429.965307850012;891225668.5;136.74;4.85;97434;0.07444880000000001;244823;0.00277505;100780.12;193.563;171.8433767635449;21335329;9272838976;1.76;19.7543;523;6517737;165;1260.39;35485;7979
1373155200;66.12;74.07786;64.89;73.97;4459.265029429999;773970309.0;118.57;4.04;89943;0.093695;245009;0.00302703;87363.23;198.71;176.81466358339162;21335329;9289568319;1.53;20.5928;462;6527548;186;1284.65;36886;9811
1373241600;73.99;77.0;70.0;74.35;8826.330660269998;774288396.0;118.59;4.58;83602;0.0611181;245196;0.00425612;87252.3;198.774;179.5418820448321;21335329;9305201899;1.53;18.4156;458;6529416;187;1258.53;32914;1868
1373328000;74.35;76.01;70.47;74.98;7062.118423189999;809896887.0;123.83;5.12;77332;0.0569077;245382;0.00287892;91124.06;212.127;184.541782557473;21335329;9319585635;1.6;23.9589;461;6540165;186;1279.46;30929;10749
1373414400;74.98;87.0;74.83;86.12;10384.638838989997;885977536.5;135.29;4.3;94191;0.072902;245574;0.00395239;99491.07;215.842;189.84470734360733;21335329;9337670382;1.74;26.9354;447;6548513;192;1301.95;39367;8348
1373500800;86.12;89.23;84.0;88.0;7513.363580379999;851585691.5;129.94;3.97;103268;0.101375;245759;0.00300748;95433.77;213.043;194.69309571950149;21335329;9356774980;1.67;28.1762;468;6553385;185;1348.03;40849;4872
1373587200;88.0;101.39;86.64;90.2;15086.88545992001;936871481.5;142.48;4.5;94313;0.09734630000000001;245954;0.00240135;104785.44;219.30700000000002;203.04484912212132;26162876;9375166106;1.83;29.2344;440;6575601;195;1432.83;39705;22216
1373673600;90.17;91.95;85.0;91.6;4120.969556950002;1006446432.0;152.5;4.36;116675;0.0910283;246128;0.00341207;112323.9;226.63299999999998;210.3736422621886;26162876;9395467497;1.96;32.3945;494;6599375;174;1479.26;43623;23774
1373760000;91.6;93.0;88.88;90.07;2457.32348995;1049448600.0;158.73;3.97;153611;0.0911293;246282;0.00302291;116828.98;226.199;210.80478447272804;26162876;9419123618;2.04;32.5513;541;6611698;154;1470.77;49385;12323
1373846400;90.07;99.83;82.45;93.94;5899.147069650001;1046842846.5;158.13;5.37;114192;0.0757255;246439;0.00383167;116317.5;230.56;211.64179895519783;26162876;9437051826;2.03;31.8882;550;6619889;157;1484.35;37354;8191
1373932800;93.94;94.0;84.7;91.6;2113.47575834;1054543104.5;159.06;6.07;93785;0.047644599999999995;246611;0.00410702;116973.15;233.899;215.41724761779983;26162876;9453182891;2.04;33.8067;500;6629923;172;1532.37;33610;10034
1374019200;91.58;92.8;89.22;91.46;2059.1897221899985;1088038050.0;163.86;5.55;107071;0.0617303;246775;0.00323332;120464.75;235.755;216.7972650367828;26162876;9470742461;2.1;32.05;528;6639848;164;1563.2;37553;9925
1374105600;91.46;91.46;77.0;85.27;7713.432233700006;1069579964.25;160.84;5.06;113518;0.0867058;246939;0.00368501;118188.79;236.975;219.23786741299253;26162876;9489359373;2.06;32.2322;527;6650085;164;1530.15;40163;10237
1374192000;85.27;87.1;83.4;86.53;4848.197214019996;1058582587.25;158.97;5.06;98762;0.0924714;247123;0.00311165;116750.0;230.53099999999998;217.19412458117648;26162876;9507531635;2.04;27.9274;465;6658931;184;1469.7;39766;8846
1374278400;86.53;87.2;84.27;85.0;1352.5435523899996;998136651.0;149.73;4.6;116459;0.0870713;247284;0.0037544000000000006;109866.81;230.352;214.7787921435757;26162876;9526281467;1.92;24.9852;533;6666223;161;1460.86;41105;7292
1374364800;85.0;86.4;84.0;85.79;2130.3135573400004;1017723011.25;152.41;5.32;96849;0.07056269999999999;247455;0.00261538;111828.31;231.565;217.937303792746;26162876;9542842647;1.95;23.2575;501;6677496;171;1491.42;36654;11273
1374451200;85.77;87.1;83.99;85.6;1357.5466919900002;1005437277.0;150.31;5.65;84890;0.042482599999999995;247641;0.00479867;110295.84;225.502;223.32535307662465;26162876;9558632229;1.92;24.3862;462;6689198;186;1546.84;34289;11702
1374537600;85.6;88.67;82.99;86.95;3387.1427321999986;993398340.0;148.34;5.47;81403;0.04315069999999999;247840;0.00491363;108790.81;228.90900000000002;228.34181275471852;26162876;9574831404;1.9;23.7345;433;6696835;199;1545.84;34945;7637
1374624000;86.95;95.68;86.46;88.36;1619.2426672899994;999137907.5;149.04;4.75;109813;0.0783487;248005;0.00365942;109212.7;232.685;234.49656125945828;31256961;9592950572;1.91;23.5202;523;6703987;165;1589.81;39909;7152
